# gene_name         0h    12h    24h    48h    96h 
TMEM130           12.5    5.1    2.4    0.3    0.0 
TRRAP             12.5    7.7    3.8    0.7    0.0 
SMURF1            14.8    6.8    2.7    0.3    0.0 
KPNA7            757.2  995.5 1151.4 1142.7  922.2 
ARPC1A             6.2    2.6    0.8    0.1    0.0 
ARPC1B            12.1   10.7    9.7    6.3    1.5 
PDAP1             33.8   14.8    6.5    0.8    0.0 
BUD31            199.2  166.7  135.6   63.0   11.3 
PTCD1             22.3   10.8    5.1    1.0    0.0 
ATP5J2-PTCD1      25.3    7.2    2.2    0.1    0.0 
CPSF4              2.8    3.2    3.0    2.7    1.2 
ATP5J2           674.0  869.7  837.6  858.7  591.3 
ZNF789            42.9   18.0    7.0    0.9    0.0 
ZNF394             8.0    7.2    5.8    3.0    0.5 
ZKSCAN5           64.7   33.0   17.4    3.3    0.1 
FAM200A           44.9   51.5   43.5   32.0    9.1 
ZNF655           239.8  218.3  158.0   73.5   10.7 
GS1-259H13.13     15.4   20.8   24.4   30.8   27.6 
ZSCAN25           65.4   57.3   39.2   19.0    2.5 
CYP3A5            11.3    5.5    2.4    0.4    0.0 
CYP3A7-CYP3A51P   74.1   72.3   69.6   49.8   15.6 
CYP3A7            20.1   11.1    5.4    1.1    0.0 
CYP3A4             9.9   13.1   16.4   19.9   18.8 
CYP3A43           39.7   48.1   52.0   38.9   17.9 
OR2AE1            30.2   28.5   24.9   16.9    4.2 
TRIM4              4.9    2.0    0.7    0.1    0.0 
GJC3               7.2    5.7    5.1    2.1    0.3 
AZGP1             39.6   16.6    7.1    0.9    0.0 
ZKSCAN1           10.9    5.5    2.2    0.4    0.0 
ZSCAN21           40.8   70.5   95.0  152.5  252.6 
ZNF3              54.2   41.2   31.3   12.4    1.3 
COPS6             29.2   30.3   26.6   18.5    6.5 
MCM7              21.5    8.4    3.0    0.4    0.0 
AP4M1             17.3   16.3   13.9    8.9    1.9 
TAF6              13.9    8.4    5.2    1.6    0.1 
CNPY4             99.6   94.7   86.5   63.5   18.6 
MBLAC1            56.6   41.1   28.0    9.3    0.7 
LAMTOR4           55.1   34.0   23.8    8.3    0.5 
C7orf43           15.6    8.1    4.0    0.6    0.0 
GAL3ST4           13.9   11.4    7.5    3.5    0.3 
GPC2               5.3    0.9    0.1    0.0    0.0 
STAG3             88.3   85.2   77.1   55.7   13.9 
GATS              50.5   30.8   15.8    3.5    0.1 
PVRIG             20.4   23.1   23.6   17.7    6.8 
SPDYE3            14.2   12.3    9.3    4.0    0.5 
PILRB              9.4    7.7    4.8    1.7    0.1 
PILRA              6.1    1.7    0.4    0.0    0.0 
ZCWPW1           109.6   42.5   14.7    1.5    0.0 
MEPCE              4.6    2.2    0.8    0.1    0.0 
PPP1R35           40.9   18.7    6.9    0.9    0.0 
C7orf61          102.8  112.0  105.7   84.2   35.7 
TSC22D4            5.4    1.8    0.5    0.0    0.0 
NYAP1             11.4    1.4    0.2    0.0    0.0 
AGFG2             21.5   16.2   11.4    4.3    0.4 
SAP25             23.4   24.8   22.0   13.4    3.3 
LRCH4             23.0   13.1    7.3    1.3    0.0 
FBXO24            24.9   21.4   22.3   16.1    5.3 
PCOLCE            10.6    7.7    5.1    2.0    0.2 
MOSPD3            15.5   10.2    5.5    1.2    0.1 
TFR2               5.4    2.5    1.1    0.2    0.0 
ACTL6B            25.4   24.2   17.5   11.0    1.9 
GNB2              67.3   47.6   35.2   11.9    1.1 
GIGYF1            22.0   14.4    9.2    2.3    0.1 
POP7              77.1   95.6  115.6  133.8   89.2 
EPO                5.1    0.9    0.1    0.0    0.0 
ZAN                5.6    3.8    2.6    1.0    0.1 
EPHB4             79.4   84.9   84.7   61.3   20.2 
SLC12A9           10.3    5.8    3.9    0.9    0.0 
TRIP6             24.9   17.2    9.9    3.3    0.2 
SRRT              32.6   22.1   11.9    4.3    0.3 
UFSP1             18.2   12.9    7.6    1.9    0.1 
ACHE              46.5   60.8   54.5   51.3   25.8 
MUC3A             21.8   22.2   21.4   11.2    2.6 
MUC12              7.4    8.9    8.9    7.8    4.3 
MUC17             70.3   58.2   39.3   15.8    1.8 
TRIM56            21.7    5.0    1.0    0.0    0.0 
SERPINE1         137.5  149.3  162.6  140.4   90.2 
AP1S1             47.9   58.7   67.5   77.5   52.1 
VGF               31.5   27.6   25.0   16.2    3.3 
NAT16             24.3   28.9   36.7   44.6   38.6 
MOGAT3            45.2   15.7    4.7    0.4    0.0 
PLOD3             91.0   74.6   60.0   28.4    3.7 
ZNHIT1             3.9    0.8    0.2    0.0    0.0 
CLDN15             1.2    0.4    0.2    0.0    0.0 
FIS1              75.4   60.8   44.5   15.4    2.0 
IFT22             25.5   26.9   25.0   16.6    5.5 
COL26A1            7.5    7.5    6.9    4.4    1.3 
MYL10             31.7   22.6   14.3    5.8    0.6 
AC004953.1        95.3  107.0   78.1   54.9   14.0 
CUX1             140.3  161.5  196.8  190.1  110.1 
SH2B2             23.2   14.3    8.6    2.0    0.1 
SPDYE6            60.2   46.2   32.9   11.9    1.0 
PRKRIP1          115.5  124.3  111.4   69.0   17.6 
ORAI2             16.5    9.9    5.1    1.1    0.0 
ALKBH4             5.7    3.4    1.7    0.4    0.0 
LRWD1             96.9   52.0   28.6    5.8    0.2 
POLR2J             5.0    5.1    4.8    3.6    1.0 
RASA4B           142.6  200.5  228.6  252.9  175.8 
POLR2J3           35.2   48.7   55.2   58.8   40.9 
RP11-514P8.7      18.1   16.8    9.5    4.9    0.5 
SPDYE2            19.9   18.0   13.7    6.9    1.0 
RASA4              9.4    3.7    1.5    0.2    0.0 
RP11-514P8.6       8.9    9.8    9.1    6.5    2.1 
UPK3BL            21.1   23.8   23.9   21.7   10.2 
RP11-577H5.5      11.7   11.4    9.3    5.6    1.3 
SPDYE2B           29.7   17.0   11.3    3.1    0.2 
POLR2J2           90.1   44.0   20.9    3.0    0.0 
AC105052.1        63.4   75.5   87.8   85.9   53.8 
FAM185A           49.4   36.8   23.2    8.4    0.8 
FBXL13            90.6   78.5   65.5   36.6    7.7 
LRRC17             6.3    2.7    1.1    0.1    0.0 
ARMC10            15.1   12.9    9.8    4.3    0.6 
NAPEPLD           14.7    2.6    0.5    0.0    0.0 
PMPCB             42.0   49.0   50.1   45.1   27.6 
DNAJC2            25.5   12.8    5.7    0.8    0.0 
PSMC2             40.1   55.0   86.0  119.1  154.2 
SLC26A5            5.2    3.6    2.5    0.8    0.1 
RELN              14.9   13.6   12.3    7.4    1.7 
ORC5              26.3   28.4   24.2   19.1    6.1 
LHFPL3            10.0   11.0   12.3   10.7    4.8 
KMT2E             88.0   89.4   90.9   49.8    9.1 
SRPK2             22.3   10.7    5.7    1.2    0.0 
PUS7              46.4   52.0   41.1   29.6    7.5 
RINT1             11.0    8.4    5.4    1.9    0.2 
EFCAB10           28.2   20.0   11.2    2.4    0.1 
ATXN7L1           24.5   15.9    9.5    2.1    0.1 
CDHR3             56.5   69.0   77.3   72.3   40.9 
SYPL1              9.2    9.8    9.1    7.4    2.5 
NAMPT             28.7   42.1   53.5   71.6   70.0 
CCDC71L           26.3   30.8   30.4   23.7   10.0 
PIK3CG            23.5    6.7    1.6    0.1    0.0 
PRKAR2B           14.0   10.0    5.8    1.7    0.1 
HBP1              81.0   94.6  102.7  102.7   51.0 
COG5               3.2    2.4    2.0    0.7    0.1 
GPR22             27.6   20.3   13.9    5.0    0.5 
DUS4L              4.8    2.4    1.1    0.2    0.0 
BCAP29            60.6   58.2   54.2   36.1    8.6 
SLC26A4            9.0    5.7    3.5    0.9    0.0 
CBLL1             44.7   34.0   25.8   11.5    1.2 
SLC26A3           29.7   10.6    3.1    0.2    0.0 
DLD              111.0   28.7    6.4    0.3    0.0 
LAMB1             19.3    5.7    2.0    0.1    0.0 
LAMB4              8.7    7.1    5.5    3.0    0.4 
NRCAM             50.0   22.6    9.3    1.0    0.0 
PNPLA8            12.0    5.4    2.5    0.4    0.0 
THAP5             34.5   25.8   16.1    4.4    0.2 
DNAJB9            62.2   79.4   82.7   82.2   43.8 
IMMP2L            13.0    5.0    1.8    0.2    0.0 
LRRN3             34.2   35.9   40.1   37.8   15.8 
DOCK4             18.8   12.3    7.2    3.3    0.3 
ZNF277            12.4   15.5   17.0   15.7    7.6 
IFRD1              3.0    1.7    0.7    0.1    0.0 
LSMEM1             6.5    3.8    2.0    0.4    0.0 
TMEM168          213.3  166.6   98.1   36.0    2.7 
BMT2             179.0  177.9  135.0   81.6   14.2 
GPR85             28.0   24.4   20.0    9.0    1.4 
LINC00998         20.3   15.4   13.5    6.8    1.0 
PPP1R3A           53.8   59.7   57.0   38.5   10.3 
FOXP2              8.7    5.2    3.1    0.8    0.0 
MDFIC             14.7   23.8   34.4   60.2   91.0 
TFEC              22.6   15.6    9.5    2.7    0.2 
TES               11.9    2.2    0.3    0.0    0.0 
AC073130.2        59.2   34.6   21.4    5.0    0.2 
CAV2              24.5   20.3   15.1    6.6    0.7 
CAV1              27.2   29.4   30.9   21.1    7.8 
MET                8.1    2.5    0.5    0.0    0.0 
CAPZA2            11.1    7.5    4.9    1.6    0.1 
ST7               74.8   80.5   82.0   49.7   12.4 
WNT2              64.2   58.1   57.4   38.1   12.6 
ASZ1             147.0  132.1   90.4   43.4    6.1 
CFTR               4.1    2.0    0.9    0.1    0.0 
CTTNBP2           25.3   25.7   27.5   22.9   10.1 
LSM8              26.2   19.1   12.5    5.0    0.4 
ANKRD7            40.0   36.3   25.2   11.6    1.5 
KCND2              2.7    1.5    0.9    0.2    0.0 
TSPAN12           24.3   22.0   16.7    8.4    1.4 
ING3               3.6    0.8    0.2    0.0    0.0 
CPED1             73.4   48.2   36.0   12.9    1.0 
WNT16             18.7   10.6    4.5    0.9    0.0 
FAM3C              7.3   10.4   11.6   12.9    8.2 
PTPRZ1           166.6  190.5  182.0  153.8   55.1 
AASS              57.1   62.2   49.8   30.5    8.0 
FEZF1            162.7  251.2  303.0  395.8  517.7 
CADPS2             5.3    5.1    4.1    2.1    0.4 
RNF133            24.9   22.9   18.6    9.7    1.5 
RNF148             6.2    4.7    3.3    1.5    0.2 
TAS2R16          142.8  216.3  290.0  428.0  489.6 
SLC13A1           42.6   46.5   49.8   48.2   25.4 
IQUB              39.4   21.6   11.4    2.9    0.1 
NDUFA5             8.8    3.2    0.9    0.1    0.0 
ASB15            157.3  236.9  310.2  495.3  690.1 
LMOD2              4.6    2.0    0.8    0.1    0.0 
WASL             540.6  631.2  701.6  796.9  502.3 
HYAL4             67.0   42.8   35.8   13.7    1.5 
SPAM1             53.1   33.1   15.6    3.4    0.1 
TMEM229A          58.8   36.5   17.6    3.5    0.1 
GPR37             52.5   55.9   49.7   37.2    9.6 
C7orf77           27.1   21.6   15.3    5.3    0.5 
POT1              14.9   14.7   11.8    7.0    1.4 
GRM8              57.6   30.4   18.7    4.6    0.2 
ZNF800            14.0    8.3    4.6    1.1    0.0 
GCC1              11.0   17.5   22.5   42.6   75.9 
ARF5              11.3   16.0   17.6   17.0   10.5 
FSCN3             18.6    6.8    2.3    0.2    0.0 
PAX4              22.5   21.4   18.7   11.0    2.5 
SND1              16.3   13.9   10.7    4.2    0.5 
LRRC4             80.4  118.3  135.6  154.5  121.4 
LEP               58.7   73.4   86.1   98.3   71.6 
RBM28            125.9  168.8  212.5  313.3  363.6 
PRRT4            112.5  126.9  127.3  103.6   54.2 
IMPDH1            16.9    3.5    0.7    0.0    0.0 
AC010655.1       149.7  171.7  144.8  109.1   36.7 
HILPDA             9.3    1.2    0.1    0.0    0.0 
METTL2B           53.2   30.9   17.2    4.1    0.2 
FAM71F2           28.8    3.6    0.5    0.0    0.0 
AC018638.1        19.8   13.2    7.4    2.1    0.1 
FAM71F1           11.5    6.6    3.6    0.8    0.0 
CALU              38.2   30.4   17.7    5.6    0.4 
OPN1SW           224.6  233.5  211.8  141.5   49.0 
CCDC136            8.3    5.8    4.1    1.4    0.1 
FLNC               7.9    4.6    2.7    0.6    0.0 
KCP               14.0   10.7    5.6    1.6    0.1 
ATP6V1F           65.3   73.2   76.3   70.6   34.3 
RP11-309L24.4     45.8   47.0   52.0   34.3   12.6 
IRF5               5.2    3.3    1.9    0.4    0.0 
TNPO3             11.0    3.0    0.9    0.1    0.0 
RP11-286H14.4     53.1   69.3   67.1   59.2   27.7 
TSPAN33           71.4   63.1   46.1   26.8    4.4 
SMO               70.0   40.9   28.3    9.7    0.5 
AHCYL2            15.6   21.6   27.9   32.6   26.1 
STRIP2            52.9   11.5    2.7    0.1    0.0 
SMKR1             24.0   23.7   19.7   13.1    3.0 
NRF1              31.9   30.7   22.3   12.0    1.9 
UBE2H             20.9   19.3   17.7   11.1    2.4 
ZC3HC1            64.3   80.9   69.3   59.4   25.8 
KLHDC10           64.9   89.9  123.8  203.4  257.8 
TMEM209           26.7    8.3    2.1    0.1    0.0 
SSMEM1           105.6   73.7   52.1   16.4    1.1 
CPA2               5.6    3.2    1.8    0.5    0.0 
CPA4              10.4    4.9    2.1    0.3    0.0 
CPA5              86.9   54.6   38.8   13.1    0.8 
CPA1              36.5   39.6   40.2   35.4   15.0 
CEP41            228.7  312.9  350.0  333.1  253.7 
MEST             230.2  135.3   60.2   10.9    0.2 
COPG2            215.1  189.6  140.2   72.4    9.1 
TSGA13             7.0    2.0    0.5    0.0    0.0 
KLF14              8.1    3.6    1.7    0.2    0.0 
MKLN1             79.1  142.1  223.1  406.7  849.6 
PODXL             11.3    2.2    0.4    0.0    0.0 
PLXNA4            22.4   27.6   29.2   35.2   24.1 
CHCHD3             7.3    5.0    2.9    1.1    0.1 
EXOC4             16.1   19.3   21.1   21.8   13.5 
LRGUK             38.5   17.9    7.8    1.1    0.0 
SLC35B4           13.0    6.7    3.2    0.5    0.0 
AKR1B1            17.2   23.5   28.2   31.5   26.1 
AKR1B10           40.1   50.5   66.7   56.9   37.5 
AKR1B15           35.4   23.4   15.4    3.9    0.2 
BPGM              12.5   18.7   28.9   47.4   73.8 
CALD1             23.2   25.1   28.3   26.3   12.6 
AGBL3             19.1    8.5    3.2    0.4    0.0 
C7orf49          181.1  267.6  289.5  340.9  217.0 
TMEM140           37.1   44.4   50.4   46.9   26.5 
WDR91             85.7   63.1   47.3   18.2    2.1 
STRA8              8.4    8.2    8.8    6.8    2.7 
CNOT4            213.5  230.8  227.7  194.1   83.0 
NUP205            20.9    8.6    3.2    0.4    0.0 
C7orf73           11.5    3.5    1.1    0.1    0.0 
SLC13A4           34.5   28.2   22.8   12.3    2.2 
FAM180A           15.2   12.4    7.7    3.6    0.3 
MTPN               8.0    3.6    1.4    0.2    0.0 
LUZP6              8.4    4.8    2.1    0.4    0.0 
CHRM2             14.0    7.7    3.9    1.0    0.0 
PTN               48.1   35.1   27.7   11.1    1.3 
DGKI             294.1  317.4  293.9  195.7   52.4 
AC090498.1         4.2    3.8    3.3    1.6    0.3 
CREB3L2           21.9   26.1   29.7   32.0   18.5 
AKR1D1            41.0   36.8   27.3   13.2    1.8 
TRIM24            59.6   40.8   23.8    6.8    0.3 
SVOPL             34.2   37.0   31.0   18.5    4.5 
ATP6V0A4           4.2    5.6    6.3    6.0    4.3 
TMEM213            2.5    1.5    0.9    0.3    0.0 
KIAA1549          20.9   18.2   13.2    4.5    0.5 
ZC3HAV1L         291.4  333.5  368.9  338.6  166.1 
ZC3HAV1           34.9    9.8    2.9    0.2    0.0 
TTC26             31.9   12.3    4.6    0.5    0.0 
UBN2              18.9   18.3   15.3    6.6    1.0 
C7orf55            8.1    2.6    0.8    0.0    0.0 
LUC7L2            54.7   52.8   49.2   30.0    9.1 
C7orf55-LUC7L2    78.9   63.9   36.4   15.3    1.1 
KLRG2            101.1   61.5   26.9    5.0    0.1 
CLEC2L            45.2   35.8   26.4    9.9    1.0 
HIPK2             20.4   12.5    6.4    1.5    0.1 
TBXAS1            20.9   15.9   13.8    5.8    0.7 
PARP12            13.8    0.9    0.1    0.0    0.0 
KDM7A              8.7    6.4    4.9    1.5    0.1 
SLC37A3            3.5    2.6    1.4    0.3    0.0 
RAB19              7.7    6.2    4.9    2.4    0.3 
MKRN1             14.8   13.7   11.2    5.3    0.8 
DENND2A           21.6    6.4    2.0    0.1    0.0 
ADCK2              9.6   12.5   16.7   17.2   16.2 
NDUFB2             9.4    7.8    6.0    2.7    0.4 
BRAF              34.3   34.0   38.6   26.2    8.7 
MRPS33            30.1   15.6    6.5    1.0    0.0 
TMEM178B         280.8  262.5  193.0   82.2    9.8 
AGK                6.3    3.2    1.4    0.2    0.0 
KIAA1147          31.4   36.8   36.9   28.6    9.6 
WEE2              34.6   46.4   56.9   72.2   74.1 
SSBP1              7.7    6.3    4.3    1.5    0.1 
TAS2R3            49.8   17.8    5.7    0.5    0.0 
TAS2R4           155.6  155.2  121.3   56.1    9.2 
TAS2R5             3.0    1.7    0.8    0.2    0.0 
PRSS37            31.1   34.0   31.5   24.6    8.9 
MGAM              80.0  120.4  151.8  204.3  229.0 
OR9A4             22.7   27.0   26.8   22.9    9.9 
CLEC5A            92.9  128.6  146.3  153.7  119.1 
TAS2R38           21.0   30.2   41.8   45.6   56.0 
MGAM2             18.8   15.7   14.1    6.1    1.0 
PRSS58            57.0   25.7   11.4    1.7    0.0 
MTRNR2L6          29.5   47.6   65.5  115.6  202.2 
PRSS1             58.0   40.0   22.7    6.8    0.3 
PRSS2             14.5    2.4    0.4    0.0    0.0 
EPHB6              6.1    4.6    2.7    0.8    0.0 
TRPV6             11.8   10.2    7.5    3.3    0.5 
TRPV5             35.3   35.3   27.3   19.0    4.5 
C7orf34            3.6    3.5    3.3    2.5    0.7 
KEL               11.9    8.6    5.3    1.8    0.1 
OR9A2            244.0  135.8   69.1   14.7    0.4 
OR6V1             28.6   19.9   12.9    4.5    0.3 
PIP                8.3    4.8    1.9    0.3    0.0 
TAS2R39           19.3   15.3   10.6    3.6    0.3 
TAS2R40           77.5   42.1   18.2    3.5    0.1 
GSTK1            108.3   83.5   66.8   29.5    4.4 
TMEM139           46.5   40.9   26.5   10.9    1.2 
CASP2             29.0   25.0   20.2   10.6    1.9 
CLCN1             19.2   15.7   11.9    5.6    0.8 
FAM131B           23.9   13.2    6.4    1.2    0.0 
ZYX                1.3    1.0    0.9    0.4    0.1 
EPHA1             20.0    4.7    1.2    0.1    0.0 
TAS2R60           15.0   17.7   22.2   18.7   11.0 
TAS2R41           18.9   21.8   25.7   24.3   14.4 
CTAGE15           37.1   31.1   19.4    6.6    0.6 
TCAF2            129.5  177.4  218.3  269.1  262.3 
RP11-298A10.1     13.7   12.5    8.3    3.6    0.4 
CTAGE6            14.8    6.5    2.6    0.4    0.0 
TCAF1             19.9   17.7   12.3    4.7    0.5 
OR2F2              0.9    0.4    0.2    0.0    0.0 
OR6B1             26.8   19.5   11.1    3.5    0.2 
OR2A5             19.0   16.1   12.2    6.1    1.1 
OR2A25            46.2   39.8   28.9   10.6    1.3 
OR2A12            38.8   30.4   25.3   11.3    1.8 
OR2A2             22.5   25.4   25.9   26.9   14.3 
OR2A14            77.1   28.3    9.6    0.9    0.0 
CTAGE4            26.3   25.2   25.5   20.0    6.9 
ARHGEF35          62.2   73.8   65.2   44.1   10.3 
OR2A42            30.7   16.1    9.3    1.5    0.0 
OR2A7              4.8    4.1    3.8    2.2    0.6 
CTAGE8           272.6  314.0  274.4  260.0  105.8 
OR2A1             38.8   42.8   36.8   22.2    5.2 
ARHGEF5            6.2    2.3    0.9    0.1    0.0 
NOBOX            329.5  422.2  457.4  471.1  305.9 
TPK1               5.6    6.8    7.2    8.3    5.5 
CNTNAP2           52.4   41.0   30.3   12.3    1.2 
C7orf33           15.5   10.7    6.3    1.6    0.1 
CUL1              23.2   17.5   11.7    3.6    0.2 
EZH2              21.8   12.0    6.5    1.3    0.0 
PDIA4             38.7   40.4   38.9   28.5   10.1 
ZNF786            13.6   10.6    7.0    3.0    0.2 
ZNF425             7.8    4.4    2.0    0.3    0.0 
ZNF398             8.4    2.7    0.9    0.1    0.0 
ZNF282            27.9   27.0   22.4   13.3    3.0 
ZNF212            25.1   14.3    6.8    1.3    0.0 
ZNF783            13.5    1.7    0.1    0.0    0.0 
ZNF777             6.8    4.2    2.5    0.7    0.0 
ZNF746             9.7   11.1   10.7    7.5    2.9 
KRBA1             31.2   33.3   34.9   24.8   11.2 
ZNF467           199.7  213.5  224.9  157.2   62.4 
SSPO              23.7   29.2   33.9   39.8   29.3 
ZNF862            12.6    8.4    5.2    1.7    0.1 
ATP6V0E2          61.3   41.9   26.3    7.6    0.4 
ACTR3C             7.0    7.2    6.2    4.8    1.4 
LRRC61             5.7    3.1    1.4    0.2    0.0 
ZBED6CL           39.8   52.0   59.3   56.6   36.6 
RARRES2           11.9    7.3    4.8    1.5    0.1 
REPIN1            17.2    7.9    3.1    0.4    0.0 
ZNF775            78.6   57.8   30.0    8.8    0.4 
GIMAP8            11.1    9.3    7.4    2.9    0.3 
GIMAP7            41.6   31.8   19.8    8.7    0.7 
GIMAP4            35.4   40.3   45.6   51.0   35.4 
GIMAP6            64.1   84.8   79.8   72.8   30.6 
GIMAP2            17.7    7.4    2.5    0.3    0.0 
GIMAP1            56.1   51.2   40.4   20.8    3.7 
GIMAP1-GIMAP5     22.3   19.0   12.8    6.1    0.9 
GIMAP5           127.3  122.7   94.0   51.6   10.0 
TMEM176B          58.9   33.0   19.3    4.3    0.1 
TMEM176A          37.6   50.2   67.7   85.2  107.6 
AOC1              56.7   89.1  103.0  103.8   88.6 
KCNH2             40.8   28.7   16.8    5.6    0.4 
NOS3              24.4   11.3    4.4    0.6    0.0 
ATG9B             30.1   30.3   26.7   14.3    3.7 
ABCB8             58.7   41.6   25.4    7.9    0.5 
ASIC3             26.9   28.8   31.1   29.4   12.2 
CDK5              19.5    4.8    1.2    0.1    0.0 
SLC4A2           131.6  154.7  156.0  123.3   56.6 
FASTK             47.2   71.2   94.4  161.7  214.1 
TMUB1             76.8   48.9   29.9   11.0    0.6 
AGAP3             53.0   51.5   47.5   31.7    9.7 
GBX1              21.4   25.9   29.4   24.4   13.6 
ASB10             56.8   40.6   24.1    6.9    0.4 
IQCA1L            18.3   18.2   13.3    6.6    1.0 
ABCF2             11.9   16.7   20.0   25.1   21.1 
CHPF2             66.8   83.0   85.2   69.2   28.0 
SMARCD3           78.7   79.0   76.2   50.7   11.3 
NUB1              47.8   19.2    6.6    0.7    0.0 
WDR86            148.8  149.2  123.0   86.8   20.7 
CRYGN              1.8    0.4    0.1    0.0    0.0 
RHEB              79.4  148.2  233.2  447.7  816.2 
PRKAG2            18.3   24.8   27.2   34.0   24.9 
GALNTL5           44.0   44.6   35.1   18.6    3.5 
GALNT11            9.4    3.7    1.2    0.1    0.0 
KMT2C             16.2    4.8    1.4    0.1    0.0 
XRCC2             47.1   30.6   17.0    3.9    0.2 
ACTR3B            61.2   45.8   28.5    9.8    0.7 
DPP6              20.3   16.4   11.9    4.8    0.5 
PAXIP1            79.8   61.4   50.3   28.5    4.8 
HTR5A             10.0   10.5    9.9    6.3    1.6 
INSIG1            23.2   22.6   21.8   18.2    5.9 
BLACE             29.1   43.0   49.2   69.1   73.6 
EN2                9.8   14.0   18.1   23.8   22.6 
CNPY1            122.2  157.5  163.9  152.2   88.5 
RBM33              5.8    4.2    2.5    0.7    0.0 
SHH               17.3   11.9    6.9    1.9    0.1 
RNF32              6.3    4.1    2.3    0.7    0.0 
LMBR1             24.2    9.3    3.6    0.4    0.0 
NOM1              22.3   12.1    5.8    1.0    0.0 
MNX1              62.2  108.4  153.6  298.7  589.6 
UBE3C             25.6   24.6   22.3   14.4    2.8 
DNAJB6            21.2   29.5   34.7   48.7   46.0 
PTPRN2            46.5   41.5   32.4   12.6    1.8 
NCAPG2            86.8   59.5   33.4    7.0    0.3 
ESYT2             25.6   21.6   13.4    5.5    0.5 
WDR60             15.3    9.6    6.3    1.4    0.1 
VIPR2            147.3   64.6   26.3    3.2    0.0 
PLCXD1             3.4    2.5    1.7    0.5    0.0 
GTPBP6            23.4   31.6   32.6   25.8   11.7 
PPP2R3B            2.4    1.8    1.1    0.3    0.0 
SHOX               4.5    3.4    2.4    0.9    0.1 
CRLF2             84.8   81.7   84.7   59.3   15.5 
CSF2RA            24.9    2.4    0.2    0.0    0.0 
IL3RA             74.7   84.0   96.4  104.5   69.2 
SLC25A6           33.0   26.5   19.6    8.0    0.8 
ASMTL             93.6  122.9  154.3  172.2  126.3 
P2RY8             66.4   74.0   68.6   48.7   20.5 
AKAP17A           12.1    4.6    1.3    0.1    0.0 
ASMT             148.1  178.1  219.0  219.8  150.6 
DHRSX              8.1    4.9    2.7    0.6    0.0 
ZBED1             29.9   31.4   28.2   17.9    4.8 
CD99              81.3  102.6  122.7  129.6   99.8 
XG                44.8   46.8   47.7   32.8    8.1 
GYG2               9.9   10.0    7.6    5.0    1.1 
ARSD             192.4  208.9  209.8  154.1   45.0 
ARSE             198.1   73.6   21.1    1.6    0.0 
ARSH              68.5   47.4   26.7    6.2    0.2 
ARSF               7.2    7.8    7.4    5.4    2.2 
MXRA5             28.9   22.4   18.4    7.6    0.9 
PRKX              24.9   15.9    8.3    2.1    0.1 
NLGN4X            69.6   61.9   53.6   24.7    3.7 
VCX3A             41.2   45.0   38.6   23.5    5.5 
PUDP              37.8   30.3   18.5    7.5    0.7 
STS               28.1   31.6   35.1   37.7   23.6 
VCX                6.4    4.7    3.8    1.7    0.2 
PNPLA4            27.0   34.3   34.0   33.9   14.8 
VCX2              19.5   21.5   20.0   15.9    5.7 
VCX3B             27.5   15.0    7.2    1.4    0.0 
ANOS1             20.6   13.6    8.1    2.4    0.1 
FAM9A             27.8   22.6   13.8    4.9    0.4 
FAM9B            170.8  237.7  300.1  404.2  396.4 
TBL1X             48.4   63.2   70.3   75.6   52.1 
GPR143            55.7   82.1   94.5  109.4   94.6 
SHROOM2            6.4    4.2    2.5    0.7    0.0 
CLDN34             8.8    0.3    0.0    0.0    0.0 
WWC3             104.9  114.3  114.8   96.1   34.4 
CLCN4            235.3  344.1  482.0  674.0  923.9 
MID1              70.6   87.1   95.0   98.6   72.7 
HCCS              19.8   21.1   23.6   19.7    9.9 
ARHGAP6           25.8   37.9   44.6   53.0   53.7 
AMELX            185.7  262.6  295.7  338.6  261.9 
MSL3              26.2   28.1   26.6   21.5    7.6 
FRMPD4           240.5  366.0  461.0  540.8  495.5 
PRPS2             95.7  114.5  128.5  114.5   55.5 
TLR7              54.8   50.2   47.2   36.3    9.5 
TLR8              13.6   11.9    9.7    5.1    1.1 
TMSB4X            16.6   14.6   10.5    4.9    0.8 
FAM9C             18.9   21.4   21.0   14.0    4.0 
ATXN3L            86.5   87.3   90.3   58.6   19.4 
EGFL6             40.5   54.6   77.0   94.3  108.4 
TCEANC            50.8   59.9   67.5   64.4   35.9 
RAB9A             43.8   50.1   46.7   40.0   15.3 
TRAPPC2          123.2  114.1   93.4   51.4   11.0 
OFD1              99.0  112.5  106.1   72.4   24.5 
GPM6B             22.8   23.8   23.4   16.6    6.2 
GEMIN8            14.9    4.1    1.1    0.1    0.0 
GLRA2             12.5   10.7    8.5    3.8    0.5 
FANCB             78.4   59.7   44.8   16.7    1.7 
MOSPD2           159.7  166.6  166.4  109.9   35.0 
ASB9              19.3   19.3   17.6   10.9    3.0 
ASB11             18.5   17.9   14.5    8.5    1.7 
PIGA              50.7   29.7   15.8    4.2    0.2 
VEGFD             88.8   94.5   91.8   61.2   18.6 
PIR               39.5   51.9   52.4   52.4   27.4 
BMX               25.1    9.6    3.5    0.4    0.0 
ACE2              11.1    4.2    1.6    0.2    0.0 
TMEM27            22.7   18.7   12.4    4.8    0.5 
CA5B              14.1   21.9   29.4   40.2   44.9 
ZRSR2            100.2  139.3  152.9  175.6  125.8 
AP1S2             12.8    3.4    0.8    0.0    0.0 
