#gene_name           tpm[12h/0h]  tpm[24h/0h]  tpm[48h/0h]  tpm[96h/0h]  synth_rate   halflife
IL31RA               0.2          0.0          0.0          0.0          3.1          5.2
IL32                 0.7          0.5          0.2          0.0          1.7          10.9
IL33                 0.1          0.0          0.0          0.0          2.0          3.8
IL34                 0.9          0.9          0.6          0.1          3.2          14.4
IL36A                1.0          0.9          0.6          0.2          2.5          14.6
IL36B                1.0          0.7          0.4          0.1          2.5          12.8
IL36G                1.3          1.4          1.3          0.7          2.7          18.6
IL36RN               1.0          1.1          0.9          0.4          6.2          17.4
IL37                 0.7          0.5          0.2          0.0          0.5          11.3
IL3RA                1.1          1.3          1.4          0.9          3.4          19.9
IL4                  0.4          0.2          0.0          0.0          0.5          7.2
IL4I1                0.8          0.5          0.2          0.0          1.7          10.4
IL4R                 0.8          0.5          0.2          0.0          0.9          10.8
IL5                  0.4          0.2          0.0          0.0          0.8          7.2
IL5RA                0.8          0.6          0.3          0.0          1.4          12.0
IL6                  0.9          0.7          0.4          0.1          3.0          12.9
IL6R                 1.0          1.2          0.8          0.4          2.2          16.8
IL6ST                1.0          0.9          0.5          0.1          1.3          13.4
IL7                  0.8          0.7          0.2          0.0          1.0          11.4
IL7R                 1.2          1.3          1.2          0.8          6.5          19.1
IL9                  0.9          0.8          0.5          0.1          7.5          14.0
IL9R                 0.2          0.0          0.0          0.0          7.8          4.6
ILDR1                0.9          0.9          0.5          0.1          1.5          13.9
ILDR2                1.2          1.3          1.0          0.4          1.9          16.2
ILF2                 0.8          0.6          0.2          0.0          0.3          11.3
ILF3                 0.4          0.1          0.0          0.0          2.0          6.5
ILK                  0.8          0.6          0.2          0.0          1.2          11.3
ILKAP                0.9          0.7          0.4          0.1          1.3          12.5
ILVBL                1.6          2.1          2.9          3.1          4.6          26.0
IMMP1L               0.9          0.7          0.4          0.1          4.4          12.9
IMMP2L               0.4          0.1          0.0          0.0          1.9          6.7
IMMT                 1.3          1.7          1.8          1.3          13.2         21.2
IMP3                 1.1          1.2          1.0          0.4          4.1          17.2
IMP4                 0.8          0.7          0.3          0.1          0.4          12.5
IMPA1                1.3          1.6          2.0          1.4          1.2          21.8
IMPA2                0.6          0.3          0.1          0.0          1.1          8.4
IMPACT               0.9          0.7          0.4          0.1          1.0          12.6
IMPAD1               0.7          0.5          0.2          0.0          5.9          10.2
IMPDH1               0.2          0.0          0.0          0.0          3.6          5.0
IMPDH2               0.5          0.2          0.0          0.0          1.2          7.9
IMPG1                0.4          0.2          0.0          0.0          1.5          7.2
IMPG2                0.5          0.3          0.1          0.0          2.8          8.6
INA                  0.3          0.1          0.0          0.0          0.3          6.3
INAFM1               1.1          1.0          0.6          0.2          7.7          14.7
INCA1                0.4          0.1          0.0          0.0          5.0          6.1
INCENP               0.7          0.4          0.1          0.0          5.1          9.6
INF2                 1.0          1.0          0.7          0.2          1.7          15.1
ING1                 0.5          0.2          0.0          0.0          2.6          7.6
ING2                 0.2          0.0          0.0          0.0          3.0          5.1
ING3                 0.2          0.1          0.0          0.0          0.7          5.1
ING4                 0.5          0.2          0.0          0.0          22.3         7.6
ING5                 0.4          0.2          0.0          0.0          3.8          7.1
INHA                 1.4          1.6          1.8          1.3          0.4          21.7
INHBA                0.7          0.5          0.2          0.0          5.9          10.3
INHBB                0.9          0.7          0.3          0.1          0.8          12.6
INHBC                0.4          0.1          0.0          0.0          3.7          6.7
INHBE                0.7          0.4          0.1          0.0          2.0          10.1
INIP                 1.1          1.6          2.0          2.0          4.1          23.7
INMT                 1.4          1.8          2.2          2.4          2.7          24.3
INMT-FAM188B         0.8          0.5          0.3          0.0          4.8          11.8
INO80                0.7          0.4          0.1          0.0          4.4          9.8
INO80B               0.5          0.2          0.0          0.0          0.5          7.9
INO80B-WBP1          1.1          1.2          0.9          0.4          1.0          16.6
INO80C               0.5          0.2          0.0          0.0          1.2          7.8
INO80D               0.8          0.6          0.2          0.0          7.9          11.1
INO80E               0.6          0.4          0.1          0.0          1.9          9.5
INPP1                0.8          0.6          0.2          0.0          7.8          11.8
INPP4A               1.2          1.5          1.9          1.4          0.5          22.2
INPP4B               1.1          1.4          1.1          0.5          0.4          17.1
INPP5A               0.2          0.1          0.0          0.0          2.9          5.6
INPP5B               1.1          1.1          0.9          0.4          0.9          17.3
INPP5D               0.9          0.8          0.4          0.1          3.9          13.0
INPP5E               1.1          1.1          0.9          0.3          4.6          15.9
INPP5F               0.7          0.4          0.1          0.0          0.5          9.7
INPP5J               0.5          0.2          0.0          0.0          4.6          7.4
INPP5K               0.1          0.0          0.0          0.0          3.0          4.1
INPPL1               1.1          1.0          0.8          0.3          6.6          15.6
INS                  1.2          1.3          1.2          0.7          2.5          18.7
INS-IGF2             0.5          0.2          0.1          0.0          18.3         8.5
INSC                 1.3          1.2          1.4          0.9          2.1          19.7
INSIG1               1.0          0.9          0.8          0.3          1.3          15.9
INSIG2               0.8          0.4          0.2          0.0          5.1          10.7
INSL3                1.0          1.0          0.7          0.2          2.0          15.1
INSL4                1.0          1.0          0.7          0.2          1.2          14.7
INSL5                1.0          0.8          0.4          0.1          1.3          13.0
INSL6                0.7          0.5          0.1          0.0          2.3          10.2
INSM1                1.1          1.1          0.9          0.4          1.8          16.7
INSM2                1.0          0.8          0.6          0.1          0.7          14.4
INSR                 0.8          0.7          0.4          0.0          2.8          12.4
INSRR                0.3          0.1          0.0          0.0          5.0          5.4
INTS1                0.1          0.0          0.0          0.0          9.2          4.3
INTS10               1.0          1.1          0.8          0.3          9.2          16.0
INTS12               0.5          0.2          0.0          0.0          12.7         8.2
INTS2                1.1          1.0          0.7          0.2          1.2          15.5
INTS3                0.4          0.2          0.0          0.0          0.9          7.1
INTS4                1.2          1.1          0.7          0.3          4.4          15.4
INTS5                0.7          0.5          0.2          0.0          0.9          11.2
INTS6                1.1          1.0          0.7          0.2          4.0          15.2
INTS6L               1.5          1.6          2.1          1.8          3.4          22.4
INTS7                1.0          1.1          0.8          0.2          6.0          15.4
INTS8                0.1          0.0          0.0          0.0          2.3          3.6
INTS9                1.2          1.4          1.1          0.5          2.8          17.5
INTU                 1.0          1.0          0.7          0.2          1.4          15.4
INVS                 1.0          1.0          0.7          0.2          8.2          15.3
IP6K1                1.0          0.9          0.7          0.2          0.3          14.8
IP6K2                0.3          0.1          0.0          0.0          5.2          6.5
IP6K3                0.7          0.5          0.2          0.0          3.2          10.8
IPCEF1               1.0          0.8          0.4          0.1          7.5          13.0
IPMK                 0.8          0.5          0.2          0.0          2.4          10.3
IPO11                1.2          1.2          1.1          0.6          5.7          17.8
IPO13                0.1          0.0          0.0          0.0          1.6          4.4
IPO4                 0.5          0.2          0.0          0.0          1.4          7.6
IPO5                 1.3          1.4          1.3          0.7          1.3          18.6
IPO7                 0.4          0.1          0.0          0.0          2.4          6.3
IPO8                 1.4          1.6          1.8          1.3          4.1          21.5
IPO9                 1.2          1.6          1.8          1.7          4.5          22.9
IPP                  0.9          0.8          0.3          0.1          1.9          12.6
IPPK                 0.3          0.1          0.0          0.0          33.4         5.5
IQCA1                0.8          0.5          0.2          0.0          0.7          10.1
IQCA1L               1.0          0.7          0.4          0.1          1.5          12.6
IQCB1                1.2          1.1          0.9          0.5          2.5          17.2
IQCC                 0.5          0.2          0.0          0.0          1.2          8.3
IQCD                 1.0          1.0          0.7          0.3          0.7          15.8
IQCE                 0.7          0.4          0.1          0.0          0.2          10.0
IQCF1                1.0          0.9          0.8          0.3          2.4          16.9
IQCF2                1.3          1.4          1.4          0.8          4.7          18.8
IQCF3                1.0          0.9          0.7          0.2          2.2          14.6
IQCF5                0.6          0.3          0.1          0.0          1.0          9.2
IQCF6                0.6          0.3          0.1          0.0          0.6          8.5
IQCG                 1.4          1.6          1.9          1.3          1.8          21.5
IQCH                 0.2          0.1          0.0          0.0          1.2          5.3
IQCJ                 0.3          0.1          0.0          0.0          0.2          6.2
IQCJ-SCHIP1          1.6          2.1          2.8          3.0          1.6          25.7
IQCK                 0.5          0.3          0.1          0.0          1.8          8.8
IQGAP1               1.0          0.9          0.6          0.2          2.7          14.7
IQGAP2               1.4          1.6          1.4          1.0          9.9          19.8
IQGAP3               1.4          1.7          2.2          2.3          1.1          24.7
IQSEC1               0.7          0.4          0.2          0.0          3.1          10.4
IQSEC2               1.2          1.1          1.0          0.5          1.1          17.4
IQSEC3               1.0          0.8          0.6          0.2          2.8          14.8
IQUB                 0.5          0.3          0.1          0.0          4.0          9.0
IRAK1                0.4          0.1          0.0          0.0          0.8          6.6
IRAK1BP1             1.0          0.9          0.6          0.2          9.5          14.5
IRAK2                1.2          1.3          1.2          0.7          0.2          18.7
IRAK3                0.5          0.2          0.0          0.0          6.6          7.7
IRAK4                0.8          0.6          0.2          0.0          1.8          10.7
IREB2                0.8          0.5          0.2          0.0          1.1          11.3
IRF1                 1.0          1.2          1.2          0.5          1.4          18.2
IRF2                 0.8          0.7          0.3          0.0          1.6          11.7
IRF2BP1              1.3          1.4          1.7          1.4          1.5          22.2
IRF2BP2              0.0          0.0          0.0          0.0          4.2          2.5
IRF2BPL              1.2          1.3          1.4          0.9          4.5          20.0
IRF3                 1.2          1.2          1.0          0.4          0.3          16.6
IRF4                 1.1          1.0          0.9          0.3          27.2         16.4
IRF5                 0.6          0.4          0.1          0.0          0.6          9.0
IRF6                 1.6          2.3          4.4          7.9          2.4          36.7
IRF7                 0.7          0.5          0.2          0.0          0.9          10.2
IRF8                 0.7          0.5          0.2          0.0          0.4          10.4
IRF9                 0.8          0.5          0.2          0.0          4.4          11.9
IRGC                 0.1          0.0          0.0          0.0          2.0          3.8
IRGM                 0.7          0.4          0.1          0.0          0.6          9.8
IRGQ                 0.7          0.5          0.2          0.0          0.8          10.7
IRS1                 1.1          1.0          0.6          0.2          1.0          15.1
IRS2                 0.3          0.1          0.0          0.0          0.7          6.3
IRS4                 0.4          0.2          0.0          0.0          0.2          6.9
IRX1                 1.0          0.8          0.6          0.1          1.3          14.2
IRX2                 1.3          1.5          1.8          1.1          1.0          20.6
IRX3                 0.6          0.4          0.1          0.0          0.9          9.7
IRX4                 1.1          1.1          0.9          0.4          1.9          16.8
IRX5                 1.1          1.2          1.1          0.5          2.1          17.2
IRX6                 1.0          0.8          0.4          0.1          1.5          13.0
ISCA1                0.5          0.2          0.1          0.0          0.4          8.3
ISCA2                1.1          1.2          1.1          0.6          2.4          18.3
ISCU                 1.2          1.3          1.5          1.0          13.9         20.4
ISG15                1.2          1.5          2.0          2.1          2.1          24.6
ISG20                0.8          0.7          0.3          0.0          2.6          12.4
ISG20L2              0.9          0.7          0.4          0.1          12.2         13.1
ISL1                 0.6          0.3          0.1          0.0          0.8          8.6
ISL2                 1.1          1.3          1.1          0.6          3.9          18.0
ISLR                 1.5          2.1          2.6          2.7          4.6          25.1
ISLR2                1.1          0.8          0.5          0.1          10.5         13.0
ISM1                 0.6          0.5          0.1          0.0          1.2          10.2
ISM2                 1.8          3.2          6.7          21.8         5.5          55.4
ISOC1                0.7          0.4          0.1          0.0          4.3          9.7
ISOC2                1.0          0.8          0.4          0.1          9.9          12.9
ISPD                 1.0          0.8          0.5          0.1          0.6          13.7
IST1                 1.2          1.1          1.0          0.5          1.1          17.6
ISX                  0.9          0.6          0.4          0.1          5.4          13.0
ISY1                 1.0          1.0          0.7          0.2          3.0          14.9
ISY1-RAB43           1.3          1.2          1.0          0.4          3.9          16.6
ISYNA1               0.2          0.0          0.0          0.0          3.7          5.0
ITCH                 0.4          0.2          0.0          0.0          1.7          7.4
ITFG1                1.0          0.9          0.5          0.1          0.1          13.6
ITFG2                1.2          1.1          0.9          0.3          1.7          15.9
ITGA1                1.0          0.8          0.5          0.1          17.9         13.7
ITGA10               0.9          0.7          0.4          0.1          3.6          12.7
ITGA11               0.5          0.2          0.0          0.0          2.7          7.1
ITGA2                0.4          0.1          0.0          0.0          3.8          6.7
ITGA2B               0.1          0.0          0.0          0.0          2.5          4.2
ITGA3                0.5          0.3          0.1          0.0          10.2         9.7
ITGA4                1.0          0.8          0.4          0.1          20.3         12.6
ITGA5                0.4          0.1          0.0          0.0          1.3          6.8
ITGA6                0.7          0.3          0.1          0.0          1.5          9.4
ITGA7                1.1          1.2          0.9          0.4          2.8          17.0
ITGA8                1.0          0.8          0.6          0.1          2.2          14.7
ITGA9                0.2          0.0          0.0          0.0          0.5          4.8
ITGAD                1.4          1.8          2.2          2.1          0.8          23.4
ITGAE                1.1          0.8          0.7          0.2          29.2         15.2
ITGAL                0.4          0.1          0.0          0.0          1.7          6.4
ITGAM                1.9          2.6          5.5          13.5         0.9          44.6
ITGAV                0.8          0.6          0.2          0.0          2.5          10.9
ITGAX                0.9          0.6          0.2          0.0          1.9          10.6
ITGB1                1.0          1.1          0.7          0.2          0.6          15.6
ITGB1BP1             0.5          0.2          0.0          0.0          0.8          7.7
ITGB1BP2             1.3          1.5          1.4          0.9          1.2          19.7
ITGB2                1.1          1.2          1.2          0.7          1.0          18.5
ITGB3                0.8          0.5          0.2          0.0          2.9          11.2
ITGB3BP              0.4          0.1          0.0          0.0          3.7          6.0
ITGB4                0.4          0.1          0.0          0.0          4.6          7.0
ITGB5                0.8          0.6          0.3          0.0          11.3         12.3
ITGB6                0.5          0.3          0.1          0.0          1.7          8.4
ITGB7                0.7          0.5          0.2          0.0          2.8          10.7
ITGB8                0.6          0.4          0.1          0.0          0.2          9.7
ITGBL1               1.3          1.7          1.7          1.6          1.1          22.5
ITIH1                1.2          1.3          1.4          1.0          0.2          19.8
ITIH2                0.4          0.1          0.0          0.0          7.5          6.2
ITIH3                0.9          0.7          0.4          0.1          0.4          12.5
ITIH4                1.1          0.9          0.5          0.1          3.2          13.1
ITIH5                0.9          0.7          0.3          0.0          4.3          12.0
ITIH6                1.3          1.5          1.5          0.8          2.7          19.1
ITK                  0.5          0.3          0.1          0.0          0.6          8.6
ITLN1                1.1          1.0          0.7          0.2          0.9          14.6
ITLN2                0.8          0.5          0.2          0.0          2.2          10.7
ITM2A                1.3          1.5          1.7          1.4          1.1          21.3
ITM2B                0.4          0.1          0.0          0.0          1.1          6.8
ITM2C                1.3          1.4          1.6          1.0          2.1          20.6
ITPA                 0.6          0.3          0.1          0.0          0.8          8.5
ITPK1                0.5          0.2          0.0          0.0          18.5         7.8
ITPKA                0.9          0.7          0.4          0.1          0.8          13.2
ITPKB                0.9          0.7          0.3          0.0          15.0         11.6
ITPKC                0.8          0.4          0.1          0.0          3.3          10.1
ITPR1                0.5          0.2          0.0          0.0          1.5          7.5
ITPR2                1.9          2.8          4.4          7.3          13.0         34.4
ITPR3                1.1          1.0          0.9          0.3          5.5          15.8
ITPRIP               1.0          0.9          0.5          0.1          2.2          14.2
ITPRIPL1             1.0          0.9          0.6          0.1          0.8          14.2
ITPRIPL2             0.5          0.2          0.0          0.0          2.0          7.8
ITSN1                1.0          1.1          1.0          0.5          0.4          17.7
ITSN2                1.1          1.1          0.9          0.4          1.9          17.0
IVD                  1.0          1.0          0.7          0.2          2.3          14.9
IVL                  0.6          0.3          0.1          0.0          1.8          8.6
IVNS1ABP             1.5          2.1          2.9          3.1          1.0          27.0
IWS1                 1.1          0.9          0.6          0.1          1.6          13.9
IYD                  0.5          0.2          0.0          0.0          0.7          7.6
IZUMO1               1.0          0.7          0.4          0.1          2.0          12.6
IZUMO1R              0.3          0.1          0.0          0.0          3.5          6.0
IZUMO2               0.8          0.6          0.2          0.0          2.3          11.2
IZUMO3               0.6          0.3          0.1          0.0          3.9          9.0
IZUMO4               0.5          0.3          0.0          0.0          0.3          8.3
JADE1                1.2          1.1          1.0          0.4          2.2          17.4
JADE2                0.6          0.3          0.1          0.0          1.4          9.1
JADE3                0.3          0.1          0.0          0.0          4.2          6.5
JAG1                 1.2          1.5          1.5          1.3          10.5         21.1
JAG2                 0.8          0.6          0.3          0.0          1.1          11.6
JAGN1                0.8          0.5          0.2          0.0          1.8          10.5
JAK1                 1.3          1.6          1.8          1.5          15.7         21.9
JAK2                 0.9          0.7          0.4          0.1          9.1          13.0
JAK3                 0.4          0.1          0.0          0.0          8.1          6.6
JAKMIP1              0.6          0.4          0.1          0.0          7.0          9.5
JAKMIP2              1.5          1.8          2.7          3.4          0.2          27.2
JAKMIP3              1.8          2.5          4.6          9.8          4.6          39.3
JAM2                 1.3          1.5          1.5          1.0          4.4          20.1
JAM3                 1.2          1.3          1.3          0.8          2.9          19.2
JAML                 0.6          0.3          0.0          0.0          0.5          8.4
JARID2               0.7          0.5          0.1          0.0          20.9         10.3
JAZF1                0.6          0.4          0.1          0.0          2.3          9.6
JCHAIN               0.5          0.2          0.0          0.0          2.0          7.8
JDP2                 0.7          0.6          0.2          0.0          3.0          11.2
JKAMP                0.9          0.8          0.4          0.0          4.6          12.4
JMJD1C               1.3          1.9          3.0          4.1          5.4          28.9
JMJD4                0.8          0.7          0.3          0.1          15.5         12.6
JMJD6                0.6          0.3          0.1          0.0          3.2          8.6
JMJD7                0.4          0.2          0.0          0.0          1.8          6.9
JMJD7-PLA2G4B        0.9          0.8          0.4          0.1          9.4          13.3
JMJD8                0.5          0.2          0.0          0.0          11.3         7.8
JMY                  0.4          0.2          0.0          0.0          1.1          7.7
JOSD1                1.1          1.0          0.8          0.2          3.7          15.5
JOSD2                0.4          0.1          0.0          0.0          2.0          6.5
JPH1                 0.2          0.0          0.0          0.0          0.4          4.9
JPH2                 1.3          1.3          1.3          0.7          0.7          18.8
JPH3                 1.2          1.2          1.0          0.5          1.1          17.8
JPH4                 0.9          0.7          0.4          0.1          3.1          12.5
JRK                  0.6          0.3          0.1          0.0          1.6          8.6
JRKL                 1.1          1.3          1.1          0.5          1.3          17.7
JSRP1                0.6          0.3          0.1          0.0          2.4          8.7
JTB                  0.3          0.1          0.0          0.0          4.5          6.2
JUN                  1.2          1.2          0.9          0.3          5.6          16.4
JUNB                 0.9          0.7          0.3          0.0          3.2          12.2
JUND                 0.5          0.3          0.1          0.0          0.7          8.6
JUP                  0.8          0.6          0.3          0.0          1.6          11.5
KAAG1                1.1          1.1          1.0          0.3          1.3          16.2
KALRN                0.7          0.4          0.1          0.0          10.8         9.3
KANK1                0.6          0.3          0.1          0.0          21.4         8.7
KANK2                1.0          0.9          0.5          0.1          1.7          13.6
KANK3                0.8          0.7          0.3          0.0          17.4         11.9
KANK4                0.6          0.3          0.1          0.0          1.2          8.9
KANSL1               0.4          0.2          0.0          0.0          0.4          7.1
KANSL1L              1.1          0.9          0.6          0.1          1.1          14.0
KANSL2               0.7          0.5          0.2          0.0          2.2          10.5
KANSL3               0.6          0.4          0.1          0.0          3.7          9.9
KARS                 0.6          0.4          0.1          0.0          0.6          9.6
KAT14                0.4          0.2          0.0          0.0          3.6          7.3
KAT2A                0.6          0.4          0.1          0.0          1.0          9.2
KAT2B                0.9          0.7          0.3          0.0          3.3          11.9
KAT5                 0.3          0.1          0.0          0.0          0.8          5.9
KAT6A                1.0          0.8          0.5          0.1          1.6          13.7
KAT6B                0.6          0.3          0.1          0.0          1.2          8.9
KAT7                 1.0          1.0          0.9          0.3          0.7          16.2
KAT8                 0.2          0.0          0.0          0.0          5.7          4.6
KATNA1               0.7          0.4          0.1          0.0          5.9          10.1
KATNAL1              1.1          0.9          0.6          0.2          1.8          15.2
KATNAL2              0.9          0.6          0.4          0.0          0.5          12.4
KATNB1               1.2          1.4          1.3          0.8          9.0          19.1
KATNBL1              1.3          1.5          1.9          1.3          4.2          22.0
KAZALD1              0.7          0.5          0.2          0.0          3.2          10.2
KAZN                 0.5          0.3          0.1          0.0          11.6         8.8
KBTBD11              0.8          0.6          0.2          0.0          13.4         10.7
KBTBD11-OT1          1.2          1.2          1.1          0.5          4.0          17.1
KBTBD12              0.4          0.2          0.0          0.0          3.8          6.9
KBTBD13              1.3          1.3          1.5          1.1          2.8          21.1
KBTBD2               0.6          0.3          0.1          0.0          6.4          8.7
KBTBD3               0.7          0.4          0.1          0.0          0.9          9.6
KBTBD4               1.3          1.3          1.2          0.7          0.6          18.2
KBTBD6               0.6          0.3          0.1          0.0          0.8          9.2
KBTBD7               1.6          1.9          2.7          3.1          1.3          26.5
KBTBD8               0.6          0.3          0.1          0.0          6.4          9.0
KCMF1                0.0          0.0          0.0          0.0          0.3          2.8
KCNA1                0.7          0.4          0.1          0.0          2.0          9.6
KCNA10               1.1          0.9          0.5          0.1          7.3          13.4
KCNA2                0.6          0.3          0.0          0.0          0.9          8.3
KCNA3                1.1          1.5          1.6          1.1          1.2          20.9
KCNA4                0.5          0.3          0.1          0.0          3.3          8.9
KCNA5                0.8          0.6          0.3          0.0          0.4          11.3
KCNA6                0.9          0.9          0.5          0.1          1.8          14.0
KCNA7                1.2          1.4          1.4          0.7          2.2          19.0
KCNAB1               1.2          1.3          1.0          0.4          2.6          17.0
KCNAB2               1.3          1.2          1.0          0.4          2.3          17.1
KCNAB3               1.3          1.3          1.2          0.5          2.7          17.4
KCNB1                0.5          0.2          0.0          0.0          7.9          7.9
KCNB2                1.0          1.0          0.6          0.2          2.7          14.6
KCNC1                0.5          0.2          0.0          0.0          0.9          8.2
KCNC2                0.8          0.6          0.3          0.0          3.3          11.5
KCNC3                0.7          0.4          0.1          0.0          8.3          9.7
KCNC4                0.7          0.5          0.2          0.0          6.9          10.5
KCND1                1.1          1.1          0.8          0.3          1.7          15.7
KCND2                0.6          0.3          0.1          0.0          0.3          9.1
KCND3                0.8          0.6          0.3          0.0          0.9          11.7
KCNE1                1.1          0.9          0.6          0.1          3.1          14.2
KCNE1B               0.8          0.5          0.2          0.0          3.8          11.2
KCNE2                0.5          0.3          0.1          0.0          0.8          8.3
KCNE3                0.2          0.0          0.0          0.0          0.7          5.4
KCNE4                0.6          0.3          0.1          0.0          1.7          9.3
KCNE5                1.6          1.8          2.2          2.7          0.2          24.7
KCNF1                0.9          0.7          0.4          0.1          10.6         13.2
KCNG1                0.6          0.4          0.1          0.0          1.2          10.1
KCNG2                0.7          0.4          0.1          0.0          2.2          9.9
KCNG3                1.2          1.1          0.8          0.3          1.2          15.6
KCNG4                0.9          0.8          0.5          0.1          2.3          13.6
KCNH1                0.7          0.5          0.2          0.0          1.7          10.8
KCNH2                0.7          0.4          0.1          0.0          3.8          10.1
KCNH3                0.5          0.2          0.0          0.0          8.1          7.5
KCNH4                0.8          0.6          0.3          0.0          2.3          12.1
KCNH5                0.5          0.2          0.0          0.0          1.1          7.9
KCNH6                1.1          1.1          0.9          0.3          1.1          16.3
KCNH7                0.3          0.1          0.0          0.0          6.6          5.9
KCNH8                1.0          0.8          0.5          0.1          6.1          13.7
KCNIP1               0.8          0.5          0.2          0.0          1.7          11.0
KCNIP2               0.4          0.1          0.0          0.0          4.9          6.9
KCNIP3               1.4          1.9          2.4          2.4          1.6          24.6
KCNIP4               0.9          0.8          0.4          0.1          2.4          13.2
KCNJ1                0.8          0.7          0.4          0.1          0.7          12.9
KCNJ10               1.1          1.2          1.0          0.4          2.4          17.0
KCNJ11               0.6          0.3          0.1          0.0          1.2          8.8
KCNJ12               0.9          0.9          0.6          0.1          2.2          14.1
KCNJ13               0.7          0.4          0.1          0.0          3.0          9.3
KCNJ14               0.6          0.3          0.1          0.0          1.3          9.2
KCNJ15               1.2          1.6          1.8          1.6          16.6         22.4
KCNJ16               0.9          0.8          0.4          0.1          2.6          13.0
KCNJ18               1.5          1.4          1.2          0.5          17.7         17.0
KCNJ2                1.4          1.9          2.3          2.7          2.2          25.2
KCNJ3                0.9          0.7          0.4          0.1          18.3         12.9
KCNJ4                0.8          0.6          0.3          0.0          1.5          11.9
KCNJ5                1.3          1.5          1.5          0.9          1.6          20.1
KCNJ6                0.2          0.0          0.0          0.0          1.1          5.1
KCNJ8                0.5          0.2          0.0          0.0          1.3          7.8
KCNJ9                1.2          1.1          1.0          0.4          0.1          16.8
KCNK1                1.3          2.0          2.4          3.3          5.5          25.6
KCNK10               0.4          0.2          0.0          0.0          4.9          7.2
KCNK12               1.4          1.5          1.5          1.0          5.4          20.1
KCNK13               0.4          0.1          0.0          0.0          0.9          7.0
KCNK15               0.8          0.5          0.2          0.0          0.8          10.9
KCNK16               0.1          0.0          0.0          0.0          0.2          4.2
KCNK17               0.7          0.4          0.1          0.0          1.3          8.8
KCNK18               0.7          0.4          0.1          0.0          5.1          9.2
KCNK2                1.0          1.1          0.9          0.4          10.5         16.6
KCNK3                1.0          0.7          0.4          0.1          1.8          12.4
KCNK4                0.9          0.7          0.4          0.1          0.7          13.0
KCNK5                0.7          0.5          0.2          0.0          0.4          11.0
KCNK6                0.8          0.6          0.3          0.0          0.7          12.0
KCNK7                0.5          0.2          0.0          0.0          3.5          7.7
KCNK9                0.5          0.3          0.0          0.0          1.8          8.1
KCNMA1               1.2          1.0          0.9          0.3          0.7          16.3
KCNMB1               0.4          0.1          0.0          0.0          4.9          6.9
KCNMB2               0.6          0.3          0.1          0.0          5.9          9.0
KCNMB3               1.2          1.5          1.4          1.0          0.2          20.0
KCNMB4               0.7          0.4          0.1          0.0          1.6          9.2
KCNN1                0.6          0.3          0.1          0.0          3.4          8.5
KCNN2                0.1          0.0          0.0          0.0          0.6          3.4
KCNN3                1.1          1.1          0.8          0.3          1.5          15.9
KCNN4                1.2          1.2          1.0          0.4          19.9         16.9
KCNQ1                0.6          0.3          0.1          0.0          4.8          8.6
KCNQ2                0.3          0.1          0.0          0.0          5.2          5.9
KCNQ3                0.7          0.5          0.2          0.0          2.2          10.4
KCNQ4                1.3          1.3          1.2          0.5          0.8          17.4
KCNQ5                0.0          0.0          0.0          0.0          3.5          3.0
KCNRG                1.1          1.2          1.1          0.6          1.2          18.5
KCNS1                1.0          0.9          0.5          0.1          1.6          14.1
KCNS2                1.1          1.0          0.7          0.2          3.3          15.2
KCNS3                0.6          0.3          0.1          0.0          2.8          9.3
KCNT1                0.8          0.7          0.3          0.0          0.7          11.8
KCNT2                1.5          1.7          2.2          2.3          1.7          23.8
KCNU1                1.2          1.3          1.3          0.6          4.6          18.3
KCNV1                0.8          0.5          0.2          0.0          0.3          10.0
KCNV2                1.0          1.0          0.8          0.3          2.9          16.3
KCP                  0.8          0.4          0.1          0.0          1.5          9.6
KCTD1                1.1          1.0          0.7          0.2          2.2          15.0
KCTD10               1.0          0.9          0.7          0.2          0.4          14.7
KCTD11               1.0          1.0          0.6          0.2          6.4          14.4
KCTD12               0.7          0.5          0.2          0.0          1.9          11.2
KCTD13               1.3          1.3          1.3          0.7          0.7          18.2
KCTD14               0.5          0.3          0.1          0.0          1.3          8.6
KCTD15               0.4          0.2          0.0          0.0          9.1          7.4
KCTD16               1.6          2.3          3.8          5.8          0.9          32.3
KCTD17               0.3          0.1          0.0          0.0          1.0          5.6
KCTD18               0.2          0.1          0.0          0.0          5.2          5.4
KCTD19               0.5          0.3          0.0          0.0          1.1          8.1
KCTD2                0.9          0.7          0.3          0.1          4.4          12.5
KCTD20               1.4          1.7          2.0          1.6          1.2          22.1
KCTD21               0.9          0.7          0.4          0.1          0.6          12.7
KCTD3                1.2          1.2          0.9          0.3          3.1          15.6
KCTD4                0.7          0.6          0.2          0.0          14.8         11.1
KCTD5                0.8          0.6          0.3          0.0          0.9          11.6
KCTD6                0.3          0.1          0.0          0.0          0.9          5.8
KCTD7                1.2          1.2          1.0          0.3          9.9          16.6
KCTD8                1.4          1.5          1.4          0.9          0.6          19.3
KCTD9                1.1          1.0          0.7          0.3          10.5         15.3
KDELC1               0.9          0.8          0.5          0.1          8.1          13.7
KDELC2               0.6          0.3          0.0          0.0          1.6          8.4
KDELR1               1.3          1.3          1.2          0.6          1.4          17.9
KDELR2               0.8          0.6          0.3          0.0          2.2          11.9
KDELR3               0.8          0.6          0.3          0.0          0.2          12.3
KDF1                 0.7          0.4          0.1          0.0          0.6          9.9
KDM1A                0.9          1.0          0.8          0.3          3.4          15.9
