#gene	sample7	sample8	sample9
ANGPT2	480	1496	888
AGPAT5	182	164	207
XKR5	874	1050	437
DEFB1	7823	4815	9245
DEFA6	1375	2287	2394
DEFA4	1949	552	747
DEFA1	2784	3741	3745
DEFA1B	90	155	210
DEFA3	848	836	1441
DEFA5	292	92	224
USP17L1	543	1067	987
USP17L4	9481	12560	7084
ZNF705G	1518	1070	612
DEFB4B	278	253	214
DEFB103B	1794	2604	2475
SPAG11B	37	71	37
DEFB104B	5231	2006	4272
DEFB106B	2440	5268	3616
DEFB105B	784	1343	907
DEFB107B	519	452	381
PRR23D1	5299	2420	5140
PRR23D2	4228	2406	2103
DEFB107A	2929	2225	1858
DEFB105A	8511	8084	8107
DEFB106A	739	1585	1384
DEFB104A	286	264	126
SPAG11A	1797	1882	1120
DEFB103A	5836	5283	3040
DEFB4A	663	255	605
ZNF705B	1078	803	589
USP17L8	2048	3284	5917
USP17L3	451	486	677
SGK223	858	717	465
CLDN23	186	160	198
MFHAS1	3124	5312	5681
ERI1	2934	6632	7573
PPP1R3B	3217	4663	1820
TNKS	928	4866	1582
MSRA	8308	10381	2784
PRSS51	4255	1168	2097
PRSS55	1042	4556	2540
RP1L1	7601	3292	1076
C8orf74	688	577	475
SOX7	526	419	265
CTD-2135J3.4	11201	3969	8453
PINX1	1359	3043	5015
XKR6	6519	2796	7918
AF131216.1	4425	3777	2738
MTMR9	2810	3224	2816
SLC35G5	896	1463	920
FAM167A	7596	6708	5572
BLK	4985	2689	3237
GATA4	2193	1392	1255
NEIL2	543	1621	599
FDFT1	2242	2539	1910
CTSB	320	351	714
DEFB136	2242	1393	1227
DEFB135	1240	1166	2732
DEFB134	1053	3584	3133
RP11-1236K1.1	159	456	350
ZNF705D	9334	6258	6054
USP17L7	2876	4023	1695
USP17L2	3161	1966	2536
FAM86B1	4208	2891	3625
DEFB130	3118	3158	1079
FAM86B2	1710	898	805
LONRF1	2433	4969	9421
KIAA1456	230	263	378
DLC1	165	380	890
C8orf48	1583	2403	2714
SGCZ	4738	2426	2930
TUSC3	576	505	479
MSR1	2102	3508	1313
FGF20	92	104	28
MICU3	2118	6564	2580
ZDHHC2	343	475	408
CNOT7	5206	1747	2395
VPS37A	940	904	474
MTMR7	513	290	723
SLC7A2	503	495	383
PDGFRL	2578	4009	3951
MTUS1	86	84	104
FGL1	351	188	296
PCM1	2623	1634	3467
ASAH1	1967	2708	2123
NAT1	2042	2514	2586
NAT2	2006	4087	1649
PSD3	2622	4030	4775
SH2D4A	4128	3163	7130
CSGALNACT1	16861	14835	24876
INTS10	3112	7903	3319
LPL	5229	1672	5388
SLC18A1	414	804	1910
ATP6V1B2	384	296	510
LZTS1	9103	16173	5192
GFRA2	2294	2329	2580
DOK2	1083	1096	561
XPO7	2708	2184	2348
NPM2	5980	7730	6814
FGF17	1727	1475	1971
DMTN	605	571	465
FAM160B2	3441	2380	1345
NUDT18	6847	1970	3771
HR	1522	1716	1285
REEP4	215	320	242
LGI3	11742	8536	9049
SFTPC	8711	4005	6348
BMP1	5421	6475	8532
PHYHIP	265	384	232
POLR3D	1111	3164	731
PIWIL2	1108	2786	2572
SLC39A14	2533	1606	2535
PPP3CC	1357	876	855
SORBS3	656	889	641
PDLIM2	184	102	62
AC037459.4	10296	2475	3465
C8orf58	2427	1741	3809
CCAR2	1112	1357	911
BIN3	3630	10012	6767
EGR3	1156	831	2394
PEBP4	10435	13492	8483
RHOBTB2	384	317	307
TNFRSF10B	2264	3051	2247
TNFRSF10C	642	1237	971
TNFRSF10D	7497	6811	4317
TNFRSF10A	159	200	70
CHMP7	2734	5891	3753
R3HCC1	3351	2668	1596
LOXL2	1338	1010	2373
ENTPD4	1202	1101	958
SLC25A37	497	616	603
NKX3-1	3111	2143	3132
NKX2-6	1313	2994	1950
STC1	97	107	74
ADAM28	3779	3320	2868
ADAMDEC1	1696	1509	2899
ADAM7	2407	3449	2846
NEFM	1231	1099	1864
NEFL	34	31	40
DOCK5	42	98	42
GNRH1	4307	4591	2303
KCTD9	1132	3130	1673
CDCA2	158	376	117
EBF2	1549	2472	3072
PPP2R2A	5276	8919	5336
BNIP3L	220	357	123
PNMA2	11415	17100	20906
DPYSL2	3257	2476	4298
ADRA1A	1121	1723	809
STMN4	5751	8628	9429
TRIM35	2652	4375	2117
PTK2B	574	302	245
CHRNA2	5707	2638	1921
EPHX2	1982	2326	3182
CLU	528	1103	1049
SCARA3	1116	2456	1113
CCDC25	2235	286	1003
ESCO2	8363	8942	6982
PBK	2845	3222	2451
SCARA5	23	26	34
NUGGC	339	333	348
ELP3	78	77	41
PNOC	207	177	157
ZNF395	273	171	266
FBXO16	1317	4917	1516
FZD3	1045	2572	3470
EXTL3	462	488	904
INTS9	2356	1958	2801
HMBOX1	151	61	84
KIF13B	2060	1195	2567
DUSP4	5073	3408	7654
SARAF	801	797	635
LEPROTL1	385	821	451
MBOAT4	3313	2198	4475
DCTN6	3710	4272	3739
RBPMS	2587	2948	629
GTF2E2	7097	8918	9221
SMIM18	8145	8188	8432
GSR	1520	852	591
UBXN8	1548	1980	8068
PPP2CB	4769	4975	7251
TEX15	6544	4549	4576
PURG	302	140	319
WRN	3741	5874	4047
NRG1	69	208	182
FUT10	797	428	970
TTI2	554	1098	546
MAK16	5380	6059	1055
RNF122	428	1397	1285
DUSP26	294	708	918
UNC5D	994	1619	2174
KCNU1	7993	3141	2771
ZNF703	478	438	563
ERLIN2	748	592	601
PROSC	1914	922	1428
ADGRA2	1301	1788	1109
BRF2	548	1525	582
RAB11FIP1	360	437	201
GOT1L1	6064	5647	6735
ADRB3	4076	3538	3415
EIF4EBP1	7252	3382	6296
ASH2L	3193	1741	2556
STAR	3473	1867	963
LSM1	2104	1872	1320
BAG4	2058	1148	1373
DDHD2	612	527	628
PLPP5	9396	3831	5064
WHSC1L1	1687	1370	1928
LETM2	4557	4696	6070
FGFR1	6525	4440	9749
C8orf86	7844	5139	3790
TACC1	2217	1616	1084
PLEKHA2	378	346	647
HTRA4	2576	2761	2605
TM2D2	8858	1630	5293
ADAM9	2275	1351	1291
ADAM32	553	443	340
ADAM18	5256	5921	7426
ADAM2	2715	1159	4155
IDO1	8063	4790	1195
IDO2	1928	1958	2780
C8orf4	3677	11596	24449
ZMAT4	15235	10355	5523
SFRP1	681	1136	2560
GOLGA7	6305	1664	2481
GINS4	2818	2148	1978
GPAT4	1000	1301	689
NKX6-3	176	112	28
ANK1	2700	3168	3722
KAT6A	1594	2063	627
AP3M2	1831	2443	1826
PLAT	2598	4035	3536
IKBKB	3471	2179	1140
POLB	6279	1895	3880
DKK4	3956	3731	6057
VDAC3	2789	2412	4380
SLC20A2	14856	6533	7703
SMIM19	1732	2285	2176
CHRNB3	1696	2097	1706
CHRNA6	4689	4957	2819
THAP1	4112	4048	15838
RNF170	42	29	43
HOOK3	1366	2907	1545
RP11-598P20.5	268	60	167
FNTA	3720	6943	8349
POMK	2003	2456	1511
HGSNAT	7094	2971	5541
SPIDR	690	2050	1490
CEBPD	2817	3199	4474
PRKDC	3299	4674	1824
MCM4	1130	408	762
UBE2V2	244	237	489
EFCAB1	7938	5639	2441
SNAI2	69	114	27
C8orf22	328	247	569
SNTG1	595	616	926
PXDNL	423	1518	447
PCMTD1	148	118	86
ST18	2356	1091	1471
FAM150A	3877	1702	2032
RB1CC1	3000	4626	5896
NPBWR1	2928	2300	1857
OPRK1	83	65	38
ATP6V1H	495	266	613
RGS20	412	1134	585
TCEA1	443	566	356
AC100821.1	1733	2254	2776
LYPLA1	6909	5158	5620
MRPL15	3532	8164	8943
SOX17	14251	5437	9608
RP1	504	274	450
XKR4	1739	1480	2043
TMEM68	2391	2975	2425
TGS1	4328	5337	6396
LYN	1473	1360	1307
RPS20	1652	1434	1330
MOS	14077	6778	8661
PLAG1	5160	6538	6046
CHCHD7	156	628	559
SDR16C5	3858	9922	2167
PENK	2345	1662	2817
IMPAD1	694	481	893
FAM110B	3498	4807	4930
UBXN2B	6711	14913	10608
CYP7A1	1403	4363	5694
SDCBP	326	534	197
NSMAF	201	154	348
TOX	4923	10695	5826
CA8	1170	722	1818
RAB2A	2930	2572	2370
CHD7	3798	3801	2774
CLVS1	2445	1919	1775
ASPH	10033	5990	6618
AC090094.1	6001	3293	4089
NKAIN3	221	585	621
GGH	1401	2198	1638
TTPA	76	59	67
YTHDF3	3705	2480	2120
BHLHE22	533	467	1077
CYP7B1	488	529	475
ARMC1	5738	3717	10099
MTFR1	208	380	186
PDE7A	609	417	432
DNAJC5B	593	864	869
TRIM55	488	696	356
CRH	150	119	154
RRS1	57	65	19
ADHFE1	2238	1776	1117
C8orf46	3477	1841	2368
MYBL1	16572	15765	2367
VCPIP1	1330	2855	2976
C8orf44-SGK3	2606	1170	2099
C8orf44	135	77	154
AC090154.1	1069	722	959
SGK3	2306	3729	6395
MCMDC2	1665	1820	2905
TCF24	784	666	629
PPP1R42	6181	5469	7038
COPS5	173	409	285
CSPP1	2234	1487	1200
ARFGEF1	1523	855	2613
CPA6	4026	3295	3752
PREX2	3511	3036	3553
C8orf34	1261	5554	4627
SULF1	28	11	11
SLCO5A1	3045	2527	2022
PRDM14	1466	624	1219
NCOA2	338	718	343
TRAM1	3487	3245	5923
LACTB2	1658	1612	4087
XKR9	1707	1681	3055
EYA1	1890	3407	3610
MSC	636	366	710
TRPA1	7626	14914	10026
KCNB2	83	56	61
TERF1	980	1265	992
SBSPON	119	46	186
C8orf89	3124	2863	4411
RPL7	539	758	765
RDH10	6767	5211	6213
STAU2	399	1313	1664
RP11-463D19.2	2794	5462	5200
UBE2W	333	321	298
TCEB1	8275	12018	7430
TMEM70	1995	1596	1453
LY96	95	151	176
JPH1	1678	2643	1896
GDAP1	3358	6626	4640
PI15	3374	3511	2532
CRISPLD1	2494	3195	4377
HNF4G	459	291	258
ZFHX4	6748	4678	1446
PEX2	8367	6055	3542
PKIA	4002	2493	7335
ZC2HC1A	2271	4679	4260
IL7	6197	3297	10447
STMN2	499	490	777
HEY1	1561	984	690
MRPS28	3686	10807	6313
RP11-26J3.4	1864	1220	1079
TPD52	2949	8850	5955
ZBTB10	13641	6961	3712
ZNF704	247	132	111
PAG1	719	749	765
FABP5	1477	1188	1960
PMP2	2723	1808	3027
FABP9	1379	567	2209
FABP4	5300	3816	2987
FABP12	896	1741	1184
IMPA1	11421	10120	12290
SLC10A5	299	524	570
ZFAND1	2889	3603	5057
CHMP4C	121	75	116
SNX16	594	1052	1323
RALYL	45	154	127
LRRCC1	5517	7137	6674
E2F5	658	875	1678
C8orf59	1449	2529	3498
CA13	5796	5950	7084
CA1	168	333	128
CA3	5149	2217	4243
CA2	2054	1502	1692
ATP6V0D2	74	252	135
PSKH2	1490	698	1480
SLC7A13	851	424	1062
WWP1	2274	3504	2344
RMDN1	527	317	633
CPNE3	5867	6870	2644
CNGB3	151	168	281
CNBD1	1120	1309	885
DCAF4L2	543	1250	921
MMP16	5117	4026	4381
RIPK2	140	112	227
OSGIN2	4884	1816	1978
NBN	1475	1395	2125
DECR1	690	699	604
CALB1	2238	3864	5174
TMEM64	2838	2866	4723
NECAB1	1696	610	2028
C8orf88	17	3	6
TMEM55A	583	589	404
OTUD6B	767	1219	1431
LRRC69	770	1165	712
SLC26A7	692	1981	1465
RUNX1T1	217	271	454
TRIQK	5315	4696	2710
FAM92A1	2796	2066	1942
RBM12B	5319	5931	2923
TMEM67	4266	5089	2684
PDP1	7557	3063	5593
CDH17	5305	7007	4096
GEM	342	363	595
RAD54B	3024	1275	4600
FSBP	414	499	275
KIAA1429	1787	1275	1155
ESRP1	2854	2124	2387
DPY19L4	1850	2147	2640
INTS8	15508	37657	29951
CCNE2	14069	9703	10560
NDUFAF6	33	30	22
TP53INP1	4418	4962	2367
PLEKHF2	2640	1381	3841
C8orf37	3353	2834	2532
GDF6	3117	1560	2265
UQCRB	3395	6186	3015
MTERF3	530	740	654
PTDSS1	6431	3285	1923
SDC2	980	365	627
CPQ	2652	2301	3640
TSPYL5	155	94	161
MTDH	1063	1220	458
LAPTM4B	2722	4094	2647
MATN2	154	89	94
RPL30	3998	5180	1917
ERICH5	1567	587	1547
RIDA	1832	3752	1739
POP1	1232	1311	2586
NIPAL2	5434	6156	10443
STK3	3491	4654	2888
KCNS2	1150	2097	1052
OSR2	680	325	925
VPS13B	2534	2464	1605
COX6C	428	324	595
RGS22	5215	3377	4345
FBXO43	1835	4410	2663
POLR2K	712	609	1152
SPAG1	1002	734	528
RNF19A	456	137	225
ANKRD46	1202	1628	2101
SNX31	2487	435	1743
PABPC1	553	531	284
YWHAZ	6476	7778	5937
ZNF706	9094	14606	25967
GRHL2	3736	2269	2215
NCALD	2416	4583	2035
RRM2B	924	901	922
UBR5	5081	15438	9082
ODF1	1872	4184	2429
KLF10	9206	10361	6570
AZIN1	3826	2939	4565
ATP6V1C1	1338	1080	1991
BAALC	300	635	654
FZD6	3967	5004	6235
CTHRC1	1017	2661	3729
SLC25A32	27	40	24
DCAF13	2800	519	1561
RIMS2	619	289	401
DPYS	2045	811	1333
DCSTAMP	13059	8962	12687
LRP12	874	755	342
ZFPM2	9281	6724	5410
OXR1	1356	1175	2380
ABRA	766	1020	569
ANGPT1	7642	7962	1589
RSPO2	2462	3458	2607
EIF3E	2492	1595	2244
EMC2	2812	2062	2221
TMEM74	2802	1115	1648
TRHR	3479	5815	6774
NUDCD1	5094	3493	3734
ENY2	15678	14872	24568
PKHD1L1	426	112	172
EBAG9	922	891	209
SYBU	1101	975	1707
KCNV1	2381	2066	2711
CSMD3	8402	5125	5927
TRPS1	937	1539	1200
EIF3H	278	391	1163
UTP23	542	673	963
RAD21	12955	13382	6361
AC087350.1	452	394	409
AARD	1109	900	533
SLC30A8	749	1481	549
MED30	5880	898	654
EXT1	540	1206	1187
SAMD12	2147	1599	1583
TNFRSF11B	2619	2804	6404
COLEC10	16758	16998	22646
MAL2	3913	3245	2367
NOV	1376	1044	783
ENPP2	3817	1969	7072
TAF2	2445	5608	7718
DSCC1	10374	9702	14202
DEPTOR	4171	5006	4571
COL14A1	1961	4471	2869
MRPL13	2615	2520	4060
MTBP	4238	4358	4170
SNTB1	5193	5096	7576
HAS2	3998	6447	6399
ZHX2	15812	16800	6415
DERL1	631	363	329
TBC1D31	1011	645	1215
FAM83A	1523	1821	749
C8orf76	246	89	133
ZHX1-C8orf76	2021	2869	1669
ZHX1	2350	5498	5578
ATAD2	1329	1186	474
WDYHV1	7417	4497	7640
FBXO32	2190	1685	2007
KLHL38	3915	4069	3005
ANXA13	4462	6597	5411
FAM91A1	10105	12444	13829
FER1L6	881	1472	819
TMEM65	1428	1227	964
TRMT12	1886	3728	654
RNF139	4629	4531	2879
TATDN1	6454	3924	4236
NDUFB9	5050	5890	3313
MTSS1	7815	8954	7309
ZNF572	2910	2193	1601
SQLE	2041	1588	2411
KIAA0196	163	172	299
NSMCE2	1462	1215	1143
TRIB1	69	76	82
FAM84B	12114	6886	6213
POU5F1B	429	437	392
AC108925.1	1672	3984	3805
MYC	1468	1200	1521
AC026248.1	2794	2908	1911
GSDMC	1042	969	1494
FAM49B	7518	4059	7768
ASAP1	4344	3223	5070
ADCY8	2168	1825	2190
EFR3A	1594	3023	3450
OC90	455	1391	1586
RP11-240B13.2	4882	4178	5252
HHLA1	1868	1943	572
KCNQ3	125	94	135
LRRC6	2127	2030	1455
TMEM71	804	897	1008
PHF20L1	3381	4757	4332
TG	14006	7500	14527
SLA	1658	3189	1311
WISP1	7234	3986	5402
NDRG1	5915	6569	15182
ST3GAL1	673	618	794
ZFAT	2617	3216	1174
KHDRBS3	404	295	836
FAM135B	783	602	1634
COL22A1	20086	4133	9543
KCNK9	626	771	1681
TRAPPC9	221	267	214
CHRAC1	440	1406	408
AGO2	217	343	380
PTK2	1474	3206	2098
AC105009.1	2158	4351	2305
DENND3	160	108	105
SLC45A4	1896	5482	3610
GPR20	1586	4068	886
PTP4A3	78	90	71
AC138647.1	255	204	383
TSNARE1	4167	3764	1775
ADGRB1	11335	5091	6412
ARC	538	1300	838
JRK	1933	2169	4431
PSCA	3064	2489	1135
LY6K	1642	1380	1260
THEM6	1280	2073	2892
SLURP1	3540	3249	2677
LYPD2	6762	4786	7578
LYNX1	4389	2960	4214
LY6D	9369	9681	3689
GML	1036	375	770
CYP11B1	1837	2091	1507
CYP11B2	2651	5024	1344
LY6E	56	53	104
LY6L	3536	4146	3051
LY6H	14321	13316	3164
GPIHBP1	4388	3431	5014
ZFP41	9304	3860	14973
RP13-582O9.6	128	123	160
GLI4	12830	14554	9331
ZNF696	298	306	237
TOP1MT	1029	3820	2419
RHPN1	2444	1032	1352
MAFA	10249	5305	2230
ZC3H3	575	670	702
GSDMD	315	286	240
MROH6	2347	1491	1948
NAPRT	281	323	239
EEF1D	1065	1453	991
TIGD5	205	442	559
PYCRL	6059	3823	3342
TSTA3	2349	3271	4841
ZNF623	1315	1130	1167
ZNF707	5647	17406	10762
CCDC166	596	180	502
MAPK15	2614	1306	696
FAM83H	2839	11809	9364
FAM83H-AS1	1377	945	599
SCRIB	1856	4109	2460
PUF60	2455	980	1298
NRBP2	4141	6528	5819
EPPK1	1463	918	1374
PLEC	2930	3700	1799
PARP10	5114	4790	8884
GRINA	6666	8155	6758
SPATC1	1724	3109	2113
OPLAH	408	203	154
EXOSC4	384	515	640
GPAA1	2896	3612	3365
CYC1	2256	5371	4815
SHARPIN	839	870	830
MAF1	6572	5122	4018
WDR97	1716	2653	1205
HGH1	2527	2502	697
MROH1	2023	1045	1215
BOP1	677	712	1136
SCX	3988	7807	4285
HSF1	10264	7010	8975
DGAT1	2118	988	1794
SCRT1	589	571	607
TMEM249	1276	1799	1233
GS1-393G12.13	1014	3282	1432
SLC52A2	119	47	70
FBXL6	4904	2500	5385
ADCK5	1597	2036	2271
CPSF1	8143	5013	7434
SLC39A4	69	80	93
VPS28	1078	292	790
TONSL	6862	12694	10209
CYHR1	1141	604	604
KIFC2	4208	2710	5871
FOXH1	8628	4084	4557
PPP1R16A	2756	1026	2358
GPT	81	257	350
MFSD3	763	1968	773
RECQL4	861	978	1028
LRRC14	5071	2191	3172
LRRC24	7593	10581	5516
C8orf82	1411	683	1398
ARHGAP39	1469	1757	1352
ZNF251	9967	6216	10905
ZNF34	1318	826	394
RPL8	3675	1889	3163
ZNF517	2188	1809	1491
ZNF7	1287	1866	2203
COMMD5	2907	2114	2992
ZNF250	2934	6358	6133
ZNF16	6457	8472	4592
C8orf33	1028	1339	1570
WASH1	9030	8864	13236
FOXD4	5508	9417	5630
CBWD1	246	417	225
C9orf66	3076	3430	2416
DOCK8	253	268	156
KANK1	4810	6137	6125
DMRT1	4683	2893	3898
DMRT3	6484	8414	4265
DMRT2	1103	708	1215
SMARCA2	158	149	81
VLDLR	2743	1803	2509
KCNV2	188	138	405
PUM3	1122	1478	633
RFX3	1472	2463	1193
AL365202.1	548	839	1330
GLIS3	10435	11869	12391
SLC1A1	309	597	469
SPATA6L	22	34	39
PLPP6	1613	609	982
CDC37L1	4611	6682	5508
AK3	2629	4914	4824
RCL1	1470	2454	2220
JAK2	656	2050	1329
INSL6	1159	1034	790
INSL4	1581	1929	3473
RLN2	132	188	115
RLN1	996	1821	1273
PLGRKT	2526	4519	2010
CD274	2176	2354	1898
PDCD1LG2	746	1145	770
RIC1	1823	1328	762
ERMP1	2835	1952	2032
KIAA2026	255	322	156
MLANA	968	1225	1448
RANBP6	715	173	545
IL33	4533	3084	2938
TPD52L3	1874	4371	4920
UHRF2	15680	19267	8288
GLDC	2436	3364	3784
RP11-146B14.1	390	375	255
AL513412.1	9516	15478	9968
KDM4C	3215	4569	1404
TMEM261	3290	3188	6108
PTPRD	4639	3359	2257
TYRP1	2230	1211	2815
LURAP1L	2020	2639	1469
MPDZ	1003	949	655
NFIB	3134	1485	2128
ZDHHC21	1513	2804	962
CER1	1140	686	1597
FREM1	3072	1516	1480
TTC39B	1304	552	2144
SNAPC3	1178	2536	1653
PSIP1	568	399	541
CCDC171	7515	4234	4972
C9orf92	222	158	240
BNC2	367	228	251
CNTLN	2389	4725	4583
SH3GL2	1098	308	662
ADAMTSL1	9529	8468	8745
SAXO1	2592	3101	2507
RRAGA	2027	986	1102
HAUS6	1297	1063	1415
PLIN2	1616	2770	1639
DENND4C	6747	8373	3818
RPS6	133	486	125
ACER2	2555	4385	2367
SLC24A2	3577	1654	4379
MLLT3	4258	7050	6655
FOCAD	1187	2314	2503
HACD4	11581	7753	8935
IFNB1	1128	2533	2800
IFNW1	1842	1329	3031
IFNA21	197	193	488
IFNA4	1328	830	1494
IFNA7	2892	1896	1490
IFNA10	851	382	880
IFNA16	276	208	380
IFNA17	2353	1825	2932
IFNA14	2605	3437	2655
IFNA5	1032	403	1057
KLHL9	2809	1819	3939
IFNA6	988	2135	3938
IFNA13	5748	5243	3654
IFNA2	4040	2839	2859
IFNA8	1077	557	816
IFNA1	9143	10740	25960
IFNE	1998	6307	4891
MTAP	925	788	855
RP11-145E5.5	349	498	649
CDKN2A	2750	3772	3727
CDKN2B	3890	2280	1470
DMRTA1	5494	8048	6347
ELAVL2	3403	2595	8040
IZUMO3	2630	2089	4523
TUSC1	2196	1419	1216
CAAP1	9004	2768	3333
PLAA	2934	1947	4505
IFT74	1053	1204	660
LRRC19	3934	793	2784
TEK	186	120	354
EQTN	2293	1045	1344
MOB3B	241	265	212
IFNK	5323	6660	4312
C9orf72	3888	1359	4625
LINGO2	770	1177	585
ACO1	8035	5177	4402
DDX58	3588	7020	7569
TOPORS	3814	4689	6771
TOPORS-AS1	1480	2377	1044
NDUFB6	1341	1308	679
GVQW1	1254	2149	788
TAF1L	1745	2735	847
TMEM215	232	305	661
APTX	597	1330	1738
DNAJA1	1509	1204	1654
SMU1	8271	5328	2641
B4GALT1	3346	3830	3269
SPINK4	2012	3809	2077
BAG1	5326	9264	8424
CHMP5	3155	4588	5438
NFX1	47	25	40
AQP7	960	1365	323
AQP3	3201	1060	3518
NOL6	133	152	73
ANKRD18B	25	32	29
PRSS3	6094	5941	5413
UBE2R2	2403	1406	821
UBAP2	1495	1309	2470
DCAF12	6643	4694	10033
UBAP1	3070	3588	3168
KIF24	1199	677	1961
NUDT2	8110	4204	5461
KIAA1161	14881	21719	13137
C9orf24	3684	2596	2615
FAM219A	7362	6777	6642
DNAI1	4463	3106	2287
ENHO	2238	2255	4873
CNTFR	22112	10714	18514
RPP25L	4186	2776	4264
DCTN3	3056	4042	6379
ARID3C	2016	396	1267
SIGMAR1	1080	1571	1779
GALT	230	175	163
RP11-195F19.29	314	355	408
IL11RA	680	319	341
CCL27	1039	1953	638
RP11-195F19.5	98	87	98
CCL19	1841	2436	1774
CCL21	2310	893	840
FAM205A	295	802	707
FAM205C	9929	7328	4508
PHF24	2810	2932	4826
DNAJB5	1515	1118	897
C9orf131	71	294	138
VCP	979	2090	1277
FANCG	4773	2667	5233
PIGO	5863	3318	10129
STOML2	805	878	530
FAM214B	14759	12536	16439
UNC13B	5012	6164	6089
RUSC2	5	3	9
FAM166B	5878	2298	3360
TESK1	12234	9143	12432
CD72	525	1029	1516
SIT1	4117	4385	3634
CCDC107	2104	2314	3320
ARHGEF39	1791	1395	2180
CA9	5810	4715	4093
TPM2	2717	1221	4422
TLN1	599	788	529
CREB3	1923	908	1031
GBA2	8896	2641	3420
RGP1	14491	10943	22904
MSMP	451	420	247
NPR2	13153	9616	4707
SPAG8	823	1171	1022
HINT2	954	3745	3373
TMEM8B	107	69	125
FAM221B	408	116	420
OR13J1	266	121	59
HRCT1	1709	957	1058
LINC00961	1830	810	662
OR2S2	1625	1848	2211
RECK	5788	8266	7184
GLIPR2	6894	8352	7614
CCIN	5849	7381	6231
CLTA	3049	1904	739
GNE	879	439	548
RNF38	154	214	380
MELK	20	9	32
PAX5	1373	1330	737
ZCCHC7	934	746	325
GRHPR	1799	2372	1384
ZBTB5	4090	3443	3729
POLR1E	200	155	263
FBXO10	809	536	1439
RP11-613M10.8	705	2001	1630
TOMM5	9009	2037	3967
RP11-613M10.9	6694	2661	10588
FRMPD1	2197	2870	2614
TRMT10B	778	689	602
EXOSC3	2973	1851	2076
DCAF10	661	1001	489
SLC25A51	398	1286	874
SHB	1490	1780	949
ALDH1B1	3453	6392	1786
IGFBPL1	980	595	1190
RP11-392E22.9	10816	4133	4819
ANKRD18A	2092	1703	885
RP13-198D9.4	277	245	273
CNTNAP3	4991	2848	3731
SPATA31A1	3711	4602	2143
ANKRD20A2	1694	723	2139
FOXD4L6	2100	1852	5503
CBWD7	4054	3419	2280
CNTNAP3B	4261	3264	1870
SPATA31A6	167	206	146
FP325317.1	486	835	769
SPATA31A5	1283	2265	2358
SPATA31A7	1811	2553	1004
CH17-296N19.1	2	1	3
ANKRD20A4	54	53	23
FOXD4L5	653	2694	2501
CBWD5	5012	3462	671
FOXD4L4	2832	2854	1217
ANKRD20A3	4718	3055	3935
ZNF658	4202	5250	2003
SPATA31A3	12184	8214	2195
ANKRD20A1	3460	2008	1171
CBWD3	6645	5891	3460
FOXD4L3	4489	3716	1348
PGM5	6269	15382	6783
TMEM252	1798	1128	1213
PIP5K1B	5190	5584	3629
FAM122A	199	142	191
PRKACG	4484	1195	1699
FXN	2138	1887	6507
TJP2	6113	4937	3892
AL358113.1	641	347	881
FAM189A2	35	69	36
APBA1	4763	7545	4871
PTAR1	701	1257	1307
C9orf135	4168	4684	2457
MAMDC2	688	590	711
SMC5	62	135	125
KLF9	11131	5009	6850
TRPM3	1369	6727	6617
TMEM2	766	1610	623
ABHD17B	3140	7627	7134
AL138751.1	3814	1267	1852
C9orf85	377	498	266
C9orf57	388	397	820
GDA	2275	2353	3509
ZFAND5	22	80	113
TMC1	284	211	345
ALDH1A1	286	378	401
ANXA1	406	919	930
RORB	13066	1758	12529
TRPM6	3049	2083	1062
C9orf40	1843	2481	3752
CARNMT1	5468	2287	8121
NMRK1	7607	2440	7162
OSTF1	2271	3721	3914
PCSK5	8365	1469	6146
RFK	3136	2044	5405
GCNT1	3827	1426	3933
PRUNE2	664	945	1370
FOXB2	477	375	315
VPS13A	2307	454	1447
GNA14	498	1603	615
GNAQ	1779	2000	884
CEP78	3541	12240	7745
PSAT1	656	619	989
TLE4	1210	2166	1974
TLE1	4626	3946	2661
SPATA31D4	1654	1968	2635
SPATA31D3	2	4	2
SPATA31D1	4562	7973	3228
RASEF	1329	1571	2562
FRMD3	185	130	69
IDNK	339	325	463
UBQLN1	809	870	1056
GKAP1	2475	3313	3262
KIF27	8194	11406	8544
C9orf64	3519	1102	1877
HNRNPK	829	328	443
RMI1	11989	12263	11005
SLC28A3	1051	1308	680
NTRK2	1784	2045	2807
AGTPBP1	8984	10159	4914
NAA35	2400	4041	4495
GOLM1	254	150	378
C9orf153	884	940	380
ISCA1	5995	2757	2571
ZCCHC6	5129	7378	4388
GAS1	2002	643	775
DAPK1	7955	6839	5600
CTSL	10652	16938	16644
SPATA31E1	4840	5874	4520
RP11-350E12.6	1866	4842	1636
CDK20	974	1253	2161
SPIN1	376	1435	1372
NXNL2	624	392	433
C9orf47	2650	4548	4025
S1PR3	3415	4822	2566
SHC3	1805	858	1718
CKS2	5165	3411	2767
SECISBP2	2658	812	1366
SEMA4D	520	416	476
GADD45G	149	178	97
DIRAS2	2642	6507	3481
SYK	787	335	197
AUH	7451	6659	6008
NFIL3	792	863	752
ROR2	1698	852	1378
SPTLC1	526	799	1108
IARS	6377	1926	4501
AL136097.1	1970	1858	2306
NOL8	3307	2783	2538
CENPP	2403	7238	11695
OGN	12308	9178	4577
OMD	3010	1201	2176
ASPN	1197	521	1056
ECM2	2345	4782	2427
IPPK	1717	1532	613
BICD2	17	12	18
ZNF484	7952	12402	12624
FGD3	3628	3164	2268
SUSD3	4719	6127	6855
CARD19	337	81	419
