#gene	sample1	sample2	sample3
FAM214B	19602	15919	12953
UNC13B	3332	2511	4561
RUSC2	2	3	5
FAM166B	2147	4125	2932
TESK1	8750	5611	5284
CD72	592	965	362
SIT1	4040	5712	2225
CCDC107	2290	3872	2432
ARHGEF39	1671	631	1299
CA9	1782	4779	1585
TPM2	1760	3872	2155
TLN1	625	944	459
CREB3	1432	719	1051
GBA2	796	3456	3674
RGP1	19656	11956	12429
MSMP	334	294	428
NPR2	25363	11034	6022
SPAG8	834	522	1372
HINT2	2673	1430	2061
TMEM8B	78	74	66
FAM221B	458	631	557
OR13J1	122	173	169
HRCT1	1012	978	1200
LINC00961	790	1778	489
OR2S2	854	1662	1180
RECK	2570	6894	4730
GLIPR2	4718	5570	10674
CCIN	6047	5084	4623
CLTA	2376	545	1831
GNE	515	279	335
RNF38	257	205	285
MELK	15	10	13
PAX5	798	415	355
ZCCHC7	883	550	487
GRHPR	1483	1648	1006
ZBTB5	2139	3388	3912
POLR1E	178	345	166
FBXO10	1798	794	889
RP11-613M10.8	904	1144	965
TOMM5	3025	8323	6699
RP11-613M10.9	1662	1479	3894
FRMPD1	1061	2624	661
TRMT10B	729	580	466
EXOSC3	1317	1611	1388
DCAF10	530	671	486
SLC25A51	298	779	352
SHB	2267	2045	1824
ALDH1B1	2027	1037	1019
IGFBPL1	821	1074	908
RP11-392E22.9	1420	4676	1721
ANKRD18A	1066	1222	1896
RP13-198D9.4	274	85	132
CNTNAP3	1499	2219	2789
SPATA31A1	4772	1737	1785
ANKRD20A2	1632	512	2235
FOXD4L6	5059	996	3469
CBWD7	2689	5655	3518
CNTNAP3B	2502	2343	2485
SPATA31A6	225	164	144
FP325317.1	680	388	694
SPATA31A5	3783	2154	2101
SPATA31A7	827	660	1245
CH17-296N19.1	2	2	4
ANKRD20A4	72	19	118
FOXD4L5	350	355	2096
CBWD5	2949	3896	3767
FOXD4L4	3862	1842	1567
ANKRD20A3	5190	4471	3743
ZNF658	1125	4644	3803
SPATA31A3	5016	4694	4548
ANKRD20A1	633	1077	1608
CBWD3	4001	3781	2522
FOXD4L3	3034	1956	1911
PGM5	5858	3684	6997
TMEM252	628	823	1034
PIP5K1B	4746	5374	2958
FAM122A	85	146	205
PRKACG	825	1240	1839
FXN	2170	1317	2730
TJP2	2481	5510	4244
AL358113.1	393	530	298
FAM189A2	26	22	59
APBA1	3316	5395	2096
PTAR1	2408	1073	1727
C9orf135	1440	5804	5168
MAMDC2	534	492	449
SMC5	81	48	52
KLF9	6235	4066	2517
TRPM3	1686	2499	2760
TMEM2	566	1160	999
ABHD17B	2673	3623	3910
AL138751.1	2231	1864	865
C9orf85	402	504	222
C9orf57	510	358	280
GDA	1420	1054	1380
ZFAND5	111	63	52
TMC1	308	180	290
ALDH1A1	150	205	176
ANXA1	381	435	462
RORB	4170	3549	6483
TRPM6	816	966	894
C9orf40	1958	2869	2507
CARNMT1	4396	5412	3347
NMRK1	4186	2968	9109
OSTF1	3456	3466	1899
PCSK5	6305	3867	6902
RFK	1580	1927	2316
GCNT1	1631	1931	3534
PRUNE2	1462	2080	1693
FOXB2	406	526	560
VPS13A	735	899	1452
GNA14	559	327	467
GNAQ	1140	2067	2004
CEP78	3305	6945	7854
PSAT1	229	462	563
TLE4	2539	1309	1528
TLE1	1918	1987	1792
SPATA31D4	1341	2933	2287
SPATA31D3	5	3	0
SPATA31D1	2554	4727	5274
RASEF	2801	3216	479
FRMD3	202	157	143
IDNK	386	517	534
UBQLN1	1646	806	1217
GKAP1	3053	2467	4787
KIF27	7208	5087	8563
C9orf64	951	2678	2047
HNRNPK	428	416	86
RMI1	6143	14440	18285
SLC28A3	457	1067	491
NTRK2	1841	1907	1342
AGTPBP1	3929	3840	3010
NAA35	2528	2097	1138
GOLM1	252	125	621
C9orf153	763	938	789
ISCA1	2245	2147	1746
ZCCHC6	2093	3891	3803
GAS1	535	393	1259
DAPK1	3511	5897	3423
CTSL	7734	8021	5157
SPATA31E1	3460	2336	4167
RP11-350E12.6	3268	897	2440
CDK20	1392	2097	825
SPIN1	1174	406	796
NXNL2	780	418	202
C9orf47	3364	1819	3232
S1PR3	1020	2676	3026
SHC3	1098	2253	3284
CKS2	2523	6188	2724
SECISBP2	647	1305	1253
SEMA4D	337	544	867
GADD45G	120	90	108
DIRAS2	3562	5612	4990
SYK	391	473	376
AUH	9191	11621	11904
NFIL3	498	516	1311
ROR2	846	438	1270
SPTLC1	1186	243	1086
IARS	3707	5059	4744
AL136097.1	1833	812	1412
NOL8	1836	2834	3048
CENPP	5075	5844	3814
OGN	2178	4832	4046
OMD	1253	1834	1733
ASPN	1084	857	664
ECM2	2312	4095	2448
IPPK	817	850	778
BICD2	36	20	20
ZNF484	4315	6232	8016
FGD3	2095	1312	1251
SUSD3	5499	2439	6075
CARD19	355	271	259
NINJ1	2105	5337	3062
WNK2	1076	752	1122
C9orf129	1071	2104	4217
FAM120AOS	534	252	253
FAM120A	921	2495	1459
PHF2	1593	3035	2304
BARX1	3157	6361	7146
PTPDC1	3272	2750	2249
ZNF169	1050	1166	629
NUTM2F	2348	6805	3385
MFSD14B	474	965	302
FBP2	114	240	117
FBP1	6586	7622	7175
C9orf3	12868	10017	8131
FANCC	854	1689	1432
PTCH1	251	364	364
ERCC6L2	3628	3047	2704
HSD17B3	1806	1758	1223
SLC35D2	7597	11517	9667
ZNF367	1102	1760	1038
HABP4	3501	3094	7465
CDC14B	2294	2628	1835
AAED1	283	640	251
ZNF510	549	330	140
ZNF782	5651	4155	5821
MFSD14C	1504	4740	3154
NUTM2G	4684	5186	3939
CTSV	2977	1021	2450
CCDC180	3850	2852	2746
TDRD7	466	462	137
TMOD1	3560	2228	3890
TSTD2	1265	1651	1805
NCBP1	1062	417	852
XPA	24439	10369	14798
FOXE1	358	100	297
TRMO	3737	2435	4557
HEMGN	2286	3143	2062
ANP32B	344	1096	1091
NANS	1353	3526	2446
TRIM14	1317	580	1684
CORO2A	4546	1481	1931
TBC1D2	2601	1155	844
GABBR2	1436	2062	3246
ANKS6	1430	581	428
GALNT12	849	1100	3167
COL15A1	847	967	840
TGFBR1	5996	6435	4381
ALG2	5691	5851	8324
SEC61B	2027	4937	2513
NR4A3	2132	1884	1322
STX17	990	3262	1726
ERP44	1249	943	900
INVS	293	244	331
TEX10	721	897	839
MSANTD3	309	251	398
MSANTD3-TMEFF1	754	600	569
TMEFF1	4161	3408	3971
MURC	2237	4722	4147
PLPPR1	6654	11371	7987
BAAT	190	152	93
MRPL50	6	31	11
ZNF189	3097	4361	1888
ALDOB	1656	2560	2186
TMEM246	3824	9666	5534
RNF20	243	315	118
GRIN3A	1168	1264	1235
PPP3R2	6960	5600	2895
CYLC2	604	1681	812
SMC2	1328	2155	1497
OR13F1	2183	2396	3537
OR13C4	399	447	749
OR13C3	14654	11188	6926
OR13C8	1262	753	756
OR13C5	1555	2113	1778
OR13C2	655	1164	1367
OR13C9	1526	3116	2311
OR13D1	10790	5619	3620
NIPSNAP3A	1616	942	1090
NIPSNAP3B	566	551	581
ABCA1	475	842	524
SLC44A1	817	1071	1804
FSD1L	589	510	916
FKTN	1269	2182	892
TAL2	1849	1285	1109
TMEM38B	501	603	516
ZNF462	7974	3890	5509
RAD23B	902	1151	1137
KLF4	881	880	465
ACTL7B	1302	1965	3638
ACTL7A	6532	2921	2263
IKBKAP	390	537	539
FAM206A	2399	1486	914
CTNNAL1	621	1230	1325
TMEM245	743	2858	1604
FRRS1L	543	706	626
EPB41L4B	2347	3312	2765
PTPN3	5159	4076	4371
PALM2	3718	2757	2527
PALM2-AKAP2	3694	2809	868
AKAP2	452	701	457
C9orf152	312	485	362
TXN	510	953	460
TXNDC8	2652	7054	10730
SVEP1	1738	938	1175
MUSK	605	424	185
LPAR1	9290	6145	11317
OR2K2	2961	973	2883
KIAA0368	5100	6671	5208
ZNF483	687	2548	843
AL135787.1	396	269	820
PTGR1	733	934	913
DNAJC25	1252	1781	811
DNAJC25-GNG10	3909	2698	1663
GNG10	7149	6605	6385
C9orf84	330	142	369
UGCG	2172	1563	2479
SUSD1	4308	6923	4540
PTBP3	1734	1780	1208
HSDL2	464	1160	677
KIAA1958	6313	6198	2508
INIP	1225	442	1046
SNX30	842	224	349
SLC46A2	2144	2104	5058
ZNF883	45	39	52
ZFP37	7266	4456	2776
SLC31A2	10932	10562	7659
FKBP15	1946	1513	2270
SLC31A1	2248	2305	4065
CDC26	1560	1721	1383
PRPF4	2471	1748	1302
RNF183	233	156	64
WDR31	10907	11815	6465
BSPRY	497	585	324
HDHD3	609	646	1027
ALAD	1530	2375	4219
POLE3	485	242	546
C9orf43	2079	1379	3069
RGS3	1388	1505	2596
ZNF618	734	2202	2334
AMBP	4961	7207	2649
KIF12	1505	1801	1574
COL27A1	290	301	256
ORM1	755	1099	617
ORM2	891	990	1406
AKNA	2431	1262	1682
WHRN	4653	4917	10013
ATP6V1G1	2849	3504	7473
C9orf91	557	339	643
RP11-402G3.5	1615	1449	2002
RP11-402G3.3	5	3	2
TNFSF15	2495	1072	2609
TNFSF8	94	114	188
TNC	932	5811	2454
DEC1	2976	3033	2608
PAPPA	3112	2184	1582
ASTN2	393	313	278
TRIM32	1580	1270	969
TLR4	1340	2228	1314
BRINP1	186	588	382
CDK5RAP2	965	1293	916
MEGF9	660	578	534
FBXW2	5808	2602	2901
PSMD5	1458	1171	1115
PHF19	2487	3279	5228
TRAF1	4332	4456	3186
C5	3016	5542	5253
CNTRL	4813	5567	7733
RAB14	9578	7256	7409
GSN	5954	12693	31196
AL513122.1	1575	1415	1671
AL513122.2	20	73	38
STOM	3503	2244	1324
DAB2IP	865	1310	934
TTLL11	5278	8962	6363
NDUFA8	2702	1469	1385
MORN5	1430	702	413
LHX6	99	73	212
RBM18	367	618	558
MRRF	2015	1165	2229
PTGS1	4641	10915	12807
OR1J1	169	231	265
OR1J2	4613	3102	3134
OR1J4	4298	3266	2568
OR1N1	5375	4164	5371
OR1N2	1309	1150	2167
OR1L8	9940	24251	17506
OR1Q1	926	1079	1216
OR1L1	851	470	526
OR1L3	1674	2206	2096
OR1L4	2588	3576	1283
OR1L6	5161	4318	13915
OR5C1	57	43	44
PDCL	1957	2182	1642
OR1K1	4980	5496	9828
RC3H2	565	568	597
ZBTB6	584	1335	687
ZBTB26	1997	2043	1768
RABGAP1	1049	1065	1989
GPR21	1251	2411	1833
STRBP	2182	953	717
CRB2	604	2142	2623
DENND1A	2621	2836	1966
LHX2	3597	3130	5479
NEK6	1565	1832	2535
PSMB7	11836	7841	7809
ADGRD2	1970	1618	2473
NR5A1	8903	4897	5270
NR6A1	2815	2236	1133
OLFML2A	841	776	845
WDR38	1039	662	853
RPL35	2427	1758	3445
ARPC5L	28	30	28
GOLGA1	12616	2890	3290
SCAI	2502	5492	4355
PPP6C	2879	1253	1767
RABEPK	6194	6544	2302
HSPA5	1794	886	1360
GAPVD1	11565	5242	5594
MAPKAP1	2134	3055	2622
PBX3	3236	1094	2548
MVB12B	9911	9360	8538
LMX1B	749	1010	322
ZBTB43	547	735	2076
ZBTB34	66	74	100
RALGPS1	1071	2116	1448
ANGPTL2	338	253	524
GARNL3	2698	2830	744
SLC2A8	4429	1614	1388
ZNF79	747	1033	1536
RPL12	1451	1239	2631
LRSAM1	960	690	1520
FAM129B	846	425	594
STXBP1	7353	7664	17973
PTRH1	2901	7846	5010
CFAP157	226	153	223
TTC16	984	957	2677
TOR2A	4143	2345	4546
SH2D3C	999	1889	1643
AL162426.1	8114	3321	3671
CDK9	6390	5148	10545
FPGS	1570	661	1571
ENG	782	2077	1684
AK1	1572	1188	1501
ST6GALNAC6	604	1068	535
ST6GALNAC4	722	801	1872
PIP5KL1	145	203	220
DPM2	1050	1214	797
FAM102A	1563	1727	3579
NAIF1	9876	11633	16889
SLC25A25	819	686	1344
PTGES2	9921	4909	4101
LCN2	1200	1142	624
C9orf16	3965	1138	3039
CIZ1	1883	1980	539
DNM1	1023	1685	1113
GOLGA2	2495	2272	2437
SWI5	1969	5296	2540
TRUB2	2122	1648	3486
COQ4	6493	4892	7489
SLC27A4	510	332	471
URM1	339	1440	1305
CERCAM	2380	2543	2073
ODF2	11500	12907	13085
GLE1	1067	1029	1456
SPTAN1	1218	1222	1258
WDR34	1418	2197	1849
SET	1243	1193	1032
PKN3	1213	1374	1828
ZDHHC12	7705	5155	6981
ZER1	10169	7414	5388
TBC1D13	1246	1444	764
ENDOG	790	335	408
C9orf114	55	20	12
KYAT1	1999	2030	1949
LRRC8A	2042	2029	1318
PHYHD1	1973	996	862
RP11-101E3.5	367	454	381
DOLK	2979	2650	2425
NUP188	620	1107	619
SH3GLB2	13013	5844	7455
FAM73B	2498	1982	4186
DOLPP1	6363	4009	9541
CRAT	5623	5661	3977
PTPA	43	71	52
IER5L	380	270	265
NTMT1	3505	2064	2489
C9orf50	2041	1111	1880
ASB6	3942	3944	4085
PRRX2	2689	2789	3046
PTGES	811	1406	3230
TOR1B	6849	5508	6279
TOR1A	1917	2039	1507
C9orf78	1011	2481	1877
USP20	1699	1430	2259
FNBP1	5884	3021	4181
GPR107	394	294	321
NCS1	985	400	1365
HMCN2	2175	1584	1929
ASS1	599	687	487
FUBP3	4023	1811	1149
PRDM12	578	537	765
EXOSC2	316	156	377
ABL1	4937	4644	1774
QRFP	632	388	691
FIBCD1	43	92	58
LAMC3	3244	3344	5904
AIF1L	1770	2707	2560
NUP214	7799	8774	7735
FAM78A	780	303	656
PLPP7	1132	508	842
PRRC2B	2714	4296	3552
POMT1	1577	4186	2759
UCK1	619	564	707
RP11-40A7.2	109	52	62
RAPGEF1	860	869	767
MED27	595	1060	660
NTNG2	1491	2476	2184
SETX	1774	1892	1686
TTF1	334	230	186
CFAP77	1258	1595	1499
BARHL1	6012	3214	3713
DDX31	2827	2364	2476
GTF3C4	258	301	724
AK8	203	205	95
SPACA9	862	691	1036
TSC1	1297	939	703
GFI1B	1133	899	652
GTF3C5	2092	1456	1749
CEL	5451	3216	2215
RALGDS	12146	5941	2768
GBGT1	2658	1746	2081
OBP2B	505	2943	3392
ABO	5545	4288	1998
SURF6	1011	2030	1250
MED22	640	1217	1052
RPL7A	1964	1471	2928
SURF1	3235	6831	3194
SURF2	6221	1690	2849
SURF4	2257	1295	2132
STKLD1	2368	2901	3646
REXO4	3050	3226	2962
ADAMTS13	903	1054	4047
CACFD1	2061	3429	4442
SLC2A6	675	1014	2191
TMEM8C	413	478	638
ADAMTSL2	2212	1504	875
FAM163B	1155	2284	1044
DBH	1026	481	296
SARDH	1618	887	278
VAV2	167	34	116
LINC00094	4407	2879	7262
BRD3	2865	1953	3499
WDR5	737	856	353
RXRA	659	438	317
COL5A1	17618	5571	4605
FCN2	2116	1061	2035
FCN1	1797	2277	2596
OLFM1	27	29	69
PPP1R26	455	722	251
C9orf116	484	391	395
MRPS2	455	171	442
LCN1	4451	4275	5686
OBP2A	1190	1889	1764
PAEP	416	487	611
RP11-98L5.5	17576	8793	6557
GLT6D1	3689	3536	1408
LCN9	2573	814	2161
SOHLH1	873	1815	1791
KCNT1	270	357	401
CAMSAP1	448	728	711
UBAC1	849	2197	1497
NACC2	2417	3329	4447
C9orf69	801	513	1077
LHX3	1149	1307	2074
QSOX2	2514	6021	2713
CR392000.1	3777	4001	3165
CCDC187	1320	2310	1872
GPSM1	298	1056	403
DNLZ	6262	5732	2168
CARD9	312	412	292
SNAPC4	832	1179	1312
SDCCAG3	1420	2192	2536
PMPCA	2761	2802	3449
INPP5E	755	1046	1649
SEC16A	1778	3667	2890
NOTCH1	1482	1081	1003
EGFL7	557	437	387
AGPAT2	1028	801	615
FAM69B	810	1299	1101
RP11-216L13.16	72	86	167
LCN10	10598	14773	6969
LCN6	346	504	404
LCN8	34	61	35
LCN15	390	314	350
TMEM141	500	387	361
RP11-216L13.17	452	394	257
CCDC183	8075	3157	5093
RABL6	2482	1776	1779
C9orf172	919	1242	1047
PHPT1	1999	1856	1395
MAMDC4	902	270	408
EDF1	1227	520	416
TRAF2	1782	2024	1547
FBXW5	548	394	379
C8G	1764	1881	1009
LCN12	2562	1556	1375
PTGDS	617	782	447
LCNL1	2396	3512	2515
C9orf142	2670	4282	2993
CLIC3	573	1151	852
ABCA2	1409	2351	2207
FUT7	688	814	787
RP11-229P13.27	1743	3482	685
NPDC1	358	566	730
ENTPD2	4670	1702	3337
SAPCD2	2836	2548	2075
UAP1L1	1143	1414	859
MAN1B1	652	432	1088
DPP7	2591	2072	4911
GRIN1	493	883	404
LRRC26	825	1487	1088
RP11-350O14.18	1138	1758	1653
TMEM210	2591	4415	4066
ANAPC2	1344	827	493
SSNA1	1511	1297	2380
TPRN	2000	2576	2333
TMEM203	119	252	146
NDOR1	136	82	264
RNF208	2254	1643	2170
CYSRT1	3252	5784	4082
RNF224	490	269	696
SLC34A3	107	191	82
TUBB4B	1418	1140	1623
FAM166A	452	364	850
STPG3	411	697	303
NELFB	845	258	961
TOR4A	4649	1644	2564
NRARP	4085	2271	1590
EXD3	5928	3106	3079
NOXA1	2896	6045	3666
ENTPD8	494	1777	1847
NSMF	2282	1637	2679
PNPLA7	64	24	68
MRPL41	590	885	439
DPH7	1088	1257	1148
ZMYND19	80	61	51
ARRDC1	2103	2260	2196
EHMT1	3894	3409	1759
CACNA1B	239	741	397
BET1L	6189	3253	10020
SCGB1C1	6122	6195	3308
ODF3	6146	3124	3010
RIC8A	1436	938	522
SIRT3	108	165	30
PSMD13	292	133	250
NLRP6	654	274	367
ATHL1	173	278	709
IFITM5	3651	1878	4582
IFITM2	382	293	392
IFITM1	155	447	172
IFITM3	1106	760	1152
B4GALNT4	1239	903	747
PKP3	1292	2044	2221
SIGIRR	452	1080	278
ANO9	1180	821	774
PTDSS2	1312	1080	1753
RNH1	1060	1989	1059
HRAS	68	41	73
LRRC56	2007	2253	4696
LMNTD2	1709	1200	479
RASSF7	1653	1519	1854
PHRF1	2182	2508	3447
IRF7	904	1907	611
CDHR5	4288	2326	2250
SCT	4796	5550	3823
DRD4	2071	1555	1379
DEAF1	52	92	82
EPS8L2	190	278	337
TMEM80	3186	12479	6554
TALDO1	113	27	47
PDDC1	113	121	126
CEND1	4753	1359	2390
SLC25A22	2194	1585	5138
PANO1	163	433	282
PIDD1	407	556	416
RPLP2	868	138	742
PNPLA2	1534	1849	1396
CRACR2B	4666	4700	4756
CD151	2037	2018	1180
POLR2L	237	257	375
TSPAN4	23667	14134	10861
CHID1	606	614	686
AP2A2	3426	4091	3716
MUC6	245	319	291
MUC5AC	116	275	191
MUC5B	1358	1461	1188
TOLLIP	1179	1456	1486
BRSK2	125	134	203
MOB2	1186	812	1627
DUSP8	164	485	680
AP006285.2	9186	6201	4400
KRTAP5-1	566	514	638
KRTAP5-2	1501	1860	689
KRTAP5-3	1067	900	1089
KRTAP5-4	4206	6631	5965
KRTAP5-5	1413	1254	2710
KRTAP5-6	1784	824	1686
IFITM10	806	405	737
RP11-295K3.1	3243	2288	2200
CTSD	6851	5160	2875
SYT8	3081	2060	2321
TNNI2	2159	4999	4530
LSP1	21	29	69
TNNT3	8540	10593	7786
MRPL23	617	1757	657
IGF2	1068	559	1183
INS-IGF2	1356	1694	968
INS	237	162	100
TH	2710	2016	3242
ASCL2	1068	1663	1660
C11orf21	98	158	113
TSPAN32	1799	1485	1213
CD81	2049	2726	2491
TSSC4	780	240	660
TRPM5	445	438	558
KCNQ1	522	508	110
CDKN1C	1135	1749	1273
SLC22A18AS	2834	3136	2375
SLC22A18	153	111	172
PHLDA2	2473	1441	1788
NAP1L4	971	1470	2030
CARS	137	430	706
OSBPL5	3668	4674	3862
MRGPRG	2226	3604	2091
MRGPRE	3640	5405	5076
ZNF195	11	18	50
ART5	327	435	478
ART1	3459	7260	9301
CHRNA10	2106	3952	1925
NUP98	170	353	154
PGAP2	176	206	212
RHOG	898	628	2645
STIM1	2225	977	561
RRM1	1778	720	2438
TRIM21	194	441	325
OR52K2	7541	8276	3317
OR52K1	1496	1701	2005
OR52M1	4451	3404	1649
C11orf40	441	1271	714
OR52I2	3440	2612	2212
OR52I1	8297	5593	4167
TRIM68	2511	1826	1929
OR51D1	596	312	686
OR51E1	694	982	265
OR51E2	3699	3600	4231
MMP26	16064	25470	12057
OR51F2	985	1012	497
OR51S1	4118	2409	3332
OR51H1	3437	2349	2326
OR51T1	686	591	757
OR51A7	8720	9340	10594
OR51G2	510	844	600
OR51A4	483	748	896
OR51A2	1250	1470	630
OR51L1	297	271	184
OR52J3	2780	1141	1285
OR52E2	6283	5398	3571
OR52A5	868	1126	711
OR52A1	3595	944	3400
OR51V1	1828	3083	2422
HBB	693	540	475
HBD	2644	2613	2772
HBG1	2974	749	1248
HBG2	1382	1201	864
AC104389.2	3054	5818	5689
AC104389.1	3910	7891	7309
HBE1	1716	1797	1165
OR51B4	1228	1780	1634
OR51B5	3412	1256	2195
OR51B6	3912	6389	2709
OR51M1	637	753	499
OR51J1	1227	849	330
OR51Q1	485	655	267
OR51I1	7219	4902	4022
OR51I2	3097	1904	1957
OR52D1	116	57	124
UBQLN3	4027	1655	2013
UBQLNL	4441	4254	6652
OR52H1	781	1797	2569
OR52B6	1471	717	958
TRIM6	344	1253	520
TRIM6-TRIM34	196	149	92
TRIM34	9730	9625	6369
TRIM5	285	424	554
TRIM22	3991	4125	9310
OR56B1	4972	2742	3036
OR52N4	2262	2863	3209
OR52N5	688	1731	783
OR52N1	610	426	323
OR52N2	12252	10440	6158
OR52E6	1801	2066	1285
OR52E8	15010	12449	4167
OR52E4	2565	4518	4890
OR52E5	85	107	97
OR56A3	6220	1933	3640
OR56A5	9660	3796	5996
OR52L1	944	1053	1042
OR56A4	1815	1054	2353
OR56A1	275	405	220
OR56B4	5081	4655	2473
OR52B2	128	179	973
OR52W1	4776	969	3015
C11orf42	1752	1001	912
FAM160A2	855	1213	1448
CNGA4	301	221	274
CCKBR	149	99	138
PRKCDBP	82	194	179
SMPD1	261	279	145
APBB1	9968	5930	4356
HPX	2040	2028	1908
TRIM3	208	1419	1135
ARFIP2	1032	344	875
TIMM10B	1041	847	710
DNHD1	7106	4454	1708
RRP8	504	625	493
ILK	938	1304	572
TAF10	6768	5556	6501
TPP1	5101	12059	8691
DCHS1	2766	1164	1458
MRPL17	6451	4762	2789
OR2AG2	3411	11674	3982
OR2AG1	4662	5727	7429
OR6A2	6054	8462	6073
OR10A5	3378	2473	2662
OR10A2	1284	1250	686
OR10A4	1398	903	1673
OR2D2	4749	5956	6941
OR2D3	1802	823	1003
ZNF215	2105	1725	2209
ZNF214	1121	1694	2559
NLRP14	9990	3410	8041
RBMXL2	2201	1837	754
SYT9	2608	2119	1719
OLFML1	251	129	295
PPFIBP2	1445	2199	2601
CYB5R2	1426	2723	1249
OVCH2	2702	3101	2146
OR5P2	446	546	706
OR5P3	4184	7181	2062
OR10A3	2916	3860	3367
NLRP10	574	655	879
EIF3F	6980	4283	4882
TUB	831	2086	959
RIC3	616	991	531
LMO1	7310	12445	8546
STK33	842	1700	889
TRIM66	3026	3171	5478
RPL27A	3371	3748	2934
ST5	742	883	3429
AKIP1	485	625	553
C11orf16	867	1340	1004
ASCL3	3023	3193	1836
TMEM9B	3736	1820	3457
NRIP3	72	152	110
SCUBE2	4888	6494	8582
DENND5A	387	688	594
TMEM41B	338	148	195
IPO7	1139	625	1258
ZNF143	2238	2575	6752
WEE1	120	89	93
SWAP70	902	786	572
SBF2	907	1216	940
ADM	1578	3396	3595
AMPD3	1119	1050	851
MTRNR2L8	121	90	106
RNF141	3806	3808	1372
LYVE1	6445	6282	4133
MRVI1	34	109	85
CTR9	2633	3041	3867
EIF4G2	2059	1979	2647
ZBED5	2122	2796	4365
GALNT18	2253	1322	3294
CSNK2A3	12327	4357	20530
USP47	508	692	440
DKK3	387	307	720
MICAL2	656	816	1167
MICALCL	4838	2842	10589
PARVA	4773	1758	2625
TEAD1	292	719	727
RASSF10	667	790	928
ARNTL	1067	844	1696
BTBD10	1477	1195	2266
PTH	1020	748	1073
FAR1	374	312	218
SPON1	125	243	418
RRAS2	4575	2388	3400
COPB1	2759	1619	1534
RP11-140L24.4	1047	1268	1043
PSMA1	13535	8258	10551
PDE3B	443	840	236
CYP2R1	506	224	412
CALCB	7	2	5
CALCA	1691	5313	4310
INSC	920	1618	727
SOX6	834	325	458
C11orf58	1857	5212	2862
PLEKHA7	3726	3730	4191
RPS13	783	1287	2296
PIK3C2A	14238	10165	10911
NUCB2	6677	6001	6622
NCR3LG1	1530	1545	1322
KCNJ11	516	778	612
ABCC8	3433	2035	2793
USH1C	2661	6541	3514
OTOG	672	878	908
MYOD1	478	449	204
KCNC1	5958	8775	3090
SERGEF	1393	728	1562
TPH1	368	152	132
SAAL1	1566	2220	2457
MRGPRX3	796	1267	1074
MRGPRX4	1813	2277	2403
SAA4	15530	8313	6576
SAA2-SAA4	381	139	506
SAA2	2200	3049	3864
SAA1	1027	1002	553
HPS5	2552	2261	3239
GTF2H1	1175	2388	1597
LDHA	653	1032	556
LDHC	1415	1666	1326
LDHAL6A	3186	3508	2594
TSG101	481	966	333
UEVLD	21	25	7
SPTY2D1-AS1	4811	1710	4220
SPTY2D1	1000	1094	1028
TMEM86A	1201	2596	1268
IGSF22	3107	2709	2909
PTPN5	2664	1632	3373
MRGPRX1	3875	2639	6423
MRGPRX2	1169	870	1172
ZDHHC13	208	729	807
CSRP3	815	919	1528
E2F8	364	757	549
NAV2	689	626	298
DBX1	1152	1172	1168
HTATIP2	2132	1947	4663
PRMT3	1877	3446	2948
SLC6A5	3113	4322	3749
NELL1	6285	4276	2376
ANO5	134	238	249
SLC17A6	3358	1989	1473
FANCF	287	481	218
GAS2	738	479	609
SVIP	913	430	1182
CCDC179	609	637	835
LUZP2	464	542	555
ANO3	506	647	731
MUC15	946	638	695
SLC5A12	1157	6604	7517
FIBIN	14374	11931	15760
BBOX1	876	800	1062
CCDC34	671	878	933
LGR4	1174	1702	1442
LIN7C	2750	2210	6495
BDNF	629	2514	1260
KIF18A	799	1493	414
METTL15	3575	2948	1735
KCNA4	3347	1763	2144
FSHB	285	1335	1363
ARL14EP	36	31	37
MPPED2	160	197	245
DCDC1	1467	2476	1522
DNAJC24	1148	1116	1209
IMMP1L	4316	4286	9485
ELP4	599	529	438
PAX6	661	1573	843
RCN1	271	236	420
WT1	1068	561	1366
EIF3M	2179	3021	2864
CCDC73	9561	12128	8996
PRRG4	606	862	1231
QSER1	3197	4058	3507
DEPDC7	4541	5326	3926
TCP11L1	242	552	454
AC131263.1	389	447	379
CSTF3	1328	520	2272
HIPK3	3291	1753	2280
KIAA1549L	1785	2723	4430
C11orf91	71	79	140
CD59	670	704	1980
FBXO3	245	215	256
LMO2	9044	13548	8274
CAPRIN1	6830	1313	2817
NAT10	479	318	1523
ABTB2	3892	4733	3726
CAT	6626	5443	2657
ELF5	2120	624	4035
EHF	2759	4058	3046
APIP	3701	2800	2974
PDHX	800	1158	1397
CD44	490	436	724
SLC1A2	646	1530	1233
PAMR1	2454	2502	2111
FJX1	1070	365	501
TRIM44	643	560	453
LDLRAD3	3423	6597	4484
COMMD9	5106	4211	3509
PRR5L	981	1367	1893
TRAF6	2710	4190	3570
RAG1	2403	2721	4518
RAG2	2486	2354	4435
C11orf74	35	78	40
LRRC4C	2965	3680	1959
API5	1229	1048	1616
TTC17	870	1048	793
HSD17B12	606	945	1327
ALKBH3	1506	1886	2179
C11orf96	3580	1206	2236
ACCSL	4375	874	4337
ACCS	2613	1917	1707
EXT2	432	233	520
ALX4	5765	5570	4932
CD82	877	848	997
TSPAN18	1004	2278	829
TP53I11	3044	7819	5692
PRDM11	4561	9238	5834
SYT13	1778	3150	3420
CHST1	8922	4567	2963
SLC35C1	329	555	764
CRY2	601	426	2528
MAPK8IP1	4525	5635	9803
