#gene	sample4	sample5	sample6
WISP1	3630	12132	10819
NDRG1	5581	9571	6322
ST3GAL1	535	332	150
ZFAT	1663	3288	1136
KHDRBS3	580	256	233
FAM135B	1620	2243	1836
COL22A1	12347	3798	8013
KCNK9	1002	893	810
TRAPPC9	197	208	109
CHRAC1	729	774	248
AGO2	286	362	530
PTK2	5501	1591	2041
AC105009.1	2715	1627	2140
DENND3	73	293	253
SLC45A4	4081	6724	6525
GPR20	3329	1244	3329
PTP4A3	69	60	21
AC138647.1	263	400	230
TSNARE1	6813	4605	2999
ADGRB1	4277	3116	5315
ARC	1519	931	1029
JRK	1576	1706	1143
PSCA	2163	2606	2371
LY6K	1500	536	2369
THEM6	3793	3068	742
SLURP1	3761	3351	3392
LYPD2	8701	9496	5094
LYNX1	6136	5763	11670
LY6D	6858	5718	10055
GML	751	897	1997
CYP11B1	949	3309	3259
CYP11B2	2127	857	2505
LY6E	42	42	33
LY6L	737	5379	5979
LY6H	7961	9306	6703
GPIHBP1	2381	1348	3943
ZFP41	12576	11176	9562
RP13-582O9.6	63	144	57
GLI4	6514	2509	5540
ZNF696	322	86	370
TOP1MT	1714	1988	1407
RHPN1	1440	1532	1431
MAFA	5189	7575	6497
ZC3H3	741	944	481
GSDMD	354	302	252
MROH6	2511	3653	2283
NAPRT	190	232	284
EEF1D	1094	528	1431
TIGD5	276	219	271
PYCRL	3660	4817	2485
TSTA3	3230	2538	3614
ZNF623	616	596	1138
ZNF707	14858	11106	10331
CCDC166	386	626	701
MAPK15	1217	1323	1644
FAM83H	10190	5623	7985
FAM83H-AS1	498	877	966
SCRIB	3273	5121	3208
PUF60	586	1410	1627
NRBP2	3779	3753	5768
EPPK1	1749	719	1577
PLEC	7601	4613	2769
PARP10	6190	5416	2989
GRINA	7568	6141	3960
SPATC1	2008	1869	4099
OPLAH	361	233	515
EXOSC4	749	803	671
GPAA1	2530	2355	2778
CYC1	4773	7785	6064
SHARPIN	827	1286	838
MAF1	3422	6277	4411
WDR97	741	1341	1086
HGH1	1321	1712	2119
MROH1	1119	3166	1978
BOP1	1210	287	390
SCX	4004	4421	10462
HSF1	3820	7202	1486
DGAT1	1555	1208	1810
SCRT1	82	431	367
TMEM249	851	934	1370
GS1-393G12.13	3123	1341	3078
SLC52A2	45	79	78
FBXL6	11149	2528	9303
ADCK5	1764	1290	1204
CPSF1	12534	4566	16161
SLC39A4	42	34	58
VPS28	1028	599	478
TONSL	12494	12833	10292
CYHR1	1166	1620	1178
KIFC2	4368	3563	5170
FOXH1	3175	5425	8775
PPP1R16A	2056	2208	1730
GPT	213	101	104
MFSD3	921	997	1171
RECQL4	2311	2804	1772
LRRC14	4530	4021	2131
LRRC24	9619	4474	19660
C8orf82	626	1914	1137
ARHGAP39	1324	2305	2279
ZNF251	16415	17223	9275
ZNF34	1643	506	958
RPL8	1994	1740	1679
ZNF517	1419	1912	2514
ZNF7	1169	1657	1306
COMMD5	1867	1101	2618
ZNF250	1966	3638	6330
ZNF16	3777	4647	1779
C8orf33	665	646	777
WASH1	4665	9481	7870
FOXD4	4777	4590	6397
CBWD1	157	411	193
C9orf66	3310	2275	2043
DOCK8	203	121	270
KANK1	4083	2198	4247
DMRT1	2788	4229	2069
DMRT3	4664	6435	5218
DMRT2	656	1166	734
SMARCA2	199	123	54
VLDLR	746	2399	2729
KCNV2	286	453	555
PUM3	581	519	1347
RFX3	2952	3164	2297
AL365202.1	1615	1017	126
GLIS3	12995	9058	15160
SLC1A1	362	815	290
SPATA6L	46	51	44
PLPP6	768	552	520
CDC37L1	4334	7268	7160
AK3	4068	2682	4236
RCL1	1349	1822	1072
JAK2	1899	1191	1228
INSL6	2303	1988	1852
INSL4	1801	3887	874
RLN2	201	218	314
RLN1	4085	1582	2575
PLGRKT	2968	2589	1738
CD274	2082	1204	1023
PDCD1LG2	763	679	596
RIC1	708	1276	1067
ERMP1	3001	1389	1548
KIAA2026	165	400	259
MLANA	808	949	1041
RANBP6	1230	2804	970
IL33	4439	3014	3631
TPD52L3	5798	11435	2684
UHRF2	19164	13518	9556
GLDC	3004	5452	4764
RP11-146B14.1	237	747	433
AL513412.1	7779	20466	8049
KDM4C	1479	2910	2962
TMEM261	1671	2897	2750
PTPRD	2482	2401	1746
TYRP1	2671	2080	1341
LURAP1L	1717	1423	3195
MPDZ	779	638	1832
NFIB	2332	2680	3599
ZDHHC21	1185	1220	2141
CER1	515	840	1194
FREM1	2450	1702	3965
TTC39B	1379	2343	1672
SNAPC3	2262	1114	1895
PSIP1	408	523	404
CCDC171	4502	6342	4433
C9orf92	170	79	341
BNC2	271	243	649
CNTLN	5889	4630	10381
SH3GL2	433	461	812
ADAMTSL1	14123	8654	9100
SAXO1	2525	2834	4150
RRAGA	4144	2535	1196
HAUS6	580	1422	1328
PLIN2	3572	1121	2545
DENND4C	5805	4447	4999
RPS6	182	252	181
ACER2	1377	3682	3742
SLC24A2	2543	2932	2845
MLLT3	4992	3927	12449
FOCAD	2099	1982	2011
HACD4	18541	14341	10938
IFNB1	1874	1673	1376
IFNW1	2662	2494	2422
IFNA21	137	275	280
IFNA4	1685	1031	901
IFNA7	2871	3101	2562
IFNA10	1463	867	1366
IFNA16	486	722	243
IFNA17	1113	980	3341
IFNA14	5150	2416	2347
IFNA5	541	391	906
KLHL9	2465	3519	4683
IFNA6	3996	3072	5157
IFNA13	9874	10015	9970
IFNA2	1797	3289	4031
IFNA8	608	1327	372
IFNA1	10038	15067	13668
IFNE	3971	2956	2322
MTAP	592	685	825
RP11-145E5.5	297	299	467
CDKN2A	2346	2768	7824
CDKN2B	3032	1009	1932
DMRTA1	5989	3887	2288
ELAVL2	3037	6382	6878
IZUMO3	7698	3924	3226
TUSC1	1997	1735	1261
CAAP1	8880	6126	7080
PLAA	2621	3851	1689
IFT74	966	697	1095
LRRC19	5285	3946	3411
TEK	132	329	263
EQTN	2151	1826	1972
MOB3B	268	187	180
IFNK	7221	5271	8575
C9orf72	1750	1715	1785
LINGO2	466	1387	656
ACO1	9585	6652	7136
DDX58	9522	5948	11139
TOPORS	3729	6023	6138
TOPORS-AS1	633	987	955
NDUFB6	838	980	1263
GVQW1	1475	998	1680
TAF1L	2783	2757	3674
TMEM215	211	232	156
APTX	1229	633	761
DNAJA1	1109	1216	2603
SMU1	7258	7097	14344
B4GALT1	3258	1945	1863
SPINK4	2302	2697	1230
BAG1	5489	3624	8456
CHMP5	6340	3464	3832
NFX1	33	39	55
AQP7	598	1392	431
AQP3	2845	4778	1725
NOL6	149	138	98
ANKRD18B	14	17	10
PRSS3	3954	4773	6272
UBE2R2	2223	878	1765
UBAP2	3162	2073	1739
DCAF12	11297	9049	17207
UBAP1	5413	2565	3682
KIF24	1727	924	883
NUDT2	11457	7831	8957
KIAA1161	22873	21963	23384
C9orf24	5778	4909	3552
FAM219A	7622	2778	3760
DNAI1	4077	2058	1837
ENHO	2402	4902	5098
CNTFR	12315	15614	18761
RPP25L	2071	7315	1476
DCTN3	1434	7159	10822
ARID3C	803	810	1339
SIGMAR1	2142	2256	3606
GALT	194	234	196
RP11-195F19.29	288	225	369
IL11RA	376	299	258
CCL27	966	1739	1200
RP11-195F19.5	83	183	88
CCL19	1936	3533	1961
CCL21	1540	1419	1537
FAM205A	681	697	742
FAM205C	7810	4229	4913
PHF24	3648	1478	1736
DNAJB5	1246	184	1095
C9orf131	146	235	85
VCP	2337	2033	1082
FANCG	4547	5385	4820
PIGO	6532	1850	4665
STOML2	950	796	658
FAM214B	12939	16478	14625
UNC13B	3548	4627	7396
RUSC2	3	3	7
FAM166B	2642	3060	4926
TESK1	8237	2779	7805
CD72	428	1661	1526
SIT1	4227	4380	4153
CCDC107	1873	1734	1917
ARHGEF39	2824	2386	2325
CA9	5852	8343	4143
TPM2	2963	2054	3222
TLN1	661	552	497
CREB3	2086	2245	1190
GBA2	4477	3643	2150
RGP1	20970	17651	40884
MSMP	550	217	496
NPR2	15782	9142	5602
SPAG8	223	790	762
HINT2	1616	2709	6182
TMEM8B	86	55	66
FAM221B	589	348	431
OR13J1	137	170	115
HRCT1	842	901	1360
LINC00961	1212	1290	1319
OR2S2	2542	2247	904
RECK	2283	7977	6417
GLIPR2	3555	12462	10470
CCIN	5494	6987	7154
CLTA	1521	2719	582
GNE	250	333	595
RNF38	211	322	218
MELK	22	17	12
PAX5	927	740	1263
ZCCHC7	632	324	1054
GRHPR	2249	1073	784
ZBTB5	6563	6256	4898
POLR1E	343	276	310
FBXO10	2018	1486	1191
RP11-613M10.8	778	1555	1804
TOMM5	5570	9349	5150
RP11-613M10.9	5661	2623	7710
FRMPD1	3539	1663	2033
TRMT10B	980	891	1039
EXOSC3	1384	2706	1373
DCAF10	808	648	811
SLC25A51	1083	372	495
SHB	633	1163	1138
ALDH1B1	2007	3577	1387
IGFBPL1	750	1538	257
RP11-392E22.9	1249	1889	5264
ANKRD18A	1751	1704	1212
RP13-198D9.4	256	176	223
CNTNAP3	3052	6992	1179
SPATA31A1	3020	2364	2697
ANKRD20A2	1439	2120	1943
FOXD4L6	3244	2949	2726
CBWD7	4748	2830	8197
CNTNAP3B	765	2388	2275
SPATA31A6	254	482	87
FP325317.1	769	997	551
SPATA31A5	3429	2971	1473
SPATA31A7	1140	956	1381
CH17-296N19.1	3	1	3
ANKRD20A4	49	34	50
FOXD4L5	2514	1926	1681
CBWD5	3486	4599	5197
FOXD4L4	3924	3914	3021
ANKRD20A3	3016	1411	1903
ZNF658	3398	3677	3490
SPATA31A3	5419	10171	5659
ANKRD20A1	1171	1224	1312
CBWD3	6462	2777	7116
FOXD4L3	2588	4223	3025
PGM5	6809	4146	6251
TMEM252	1625	3157	1974
PIP5K1B	5960	7043	5810
FAM122A	196	420	85
PRKACG	2230	1996	1427
FXN	1559	2775	2226
TJP2	6572	11101	8705
AL358113.1	548	657	516
FAM189A2	71	57	158
APBA1	4157	6886	3335
PTAR1	1695	1197	1136
C9orf135	2238	3653	4334
MAMDC2	864	117	567
SMC5	212	185	183
KLF9	12029	7707	6122
TRPM3	4914	7287	6863
TMEM2	581	1073	1028
ABHD17B	5757	3938	7835
AL138751.1	3500	582	2908
C9orf85	230	675	440
C9orf57	400	476	481
GDA	3678	1897	3676
ZFAND5	70	130	44
TMC1	303	390	410
ALDH1A1	320	544	363
ANXA1	669	705	336
RORB	8004	14171	4835
TRPM6	3125	979	961
C9orf40	3529	2821	5150
CARNMT1	7948	9432	1363
NMRK1	6194	3905	8612
OSTF1	4372	5508	2552
PCSK5	5700	5659	5117
RFK	2044	3419	2127
GCNT1	2047	1235	1855
PRUNE2	2957	1218	934
FOXB2	851	644	320
VPS13A	849	1195	883
GNA14	857	304	686
GNAQ	5905	2015	1844
CEP78	4727	6898	3921
PSAT1	509	1308	1148
TLE4	1717	1327	2102
TLE1	2076	3799	4047
SPATA31D4	1666	3598	1974
SPATA31D3	6	3	6
SPATA31D1	3874	7877	7534
RASEF	2994	1985	3994
FRMD3	269	251	196
IDNK	463	438	552
UBQLN1	565	1023	2745
GKAP1	2076	3870	3847
KIF27	5140	6744	10772
C9orf64	1231	2067	2062
HNRNPK	488	404	330
RMI1	7302	13869	11029
SLC28A3	598	1449	1060
NTRK2	1423	3521	2504
AGTPBP1	5386	2759	9432
NAA35	2303	2651	2584
GOLM1	582	347	338
C9orf153	914	793	1512
ISCA1	1975	2045	2292
ZCCHC6	4568	7584	9304
GAS1	720	1025	914
DAPK1	7648	14774	4577
CTSL	16289	21546	5333
SPATA31E1	4327	12677	8158
RP11-350E12.6	3004	2442	1990
CDK20	1057	1330	1001
SPIN1	547	1109	1054
NXNL2	850	397	713
C9orf47	5036	6932	4461
S1PR3	3898	5706	3312
SHC3	1923	3060	3731
CKS2	3300	2260	5348
SECISBP2	1749	2847	1659
SEMA4D	531	743	245
GADD45G	67	87	135
DIRAS2	4878	3358	7555
SYK	617	639	929
AUH	10396	5097	9513
NFIL3	820	1686	676
ROR2	835	1769	2492
SPTLC1	723	890	858
IARS	7425	2597	1637
AL136097.1	3125	2621	2095
NOL8	1544	1902	4502
CENPP	5345	4892	13024
OGN	5691	3269	10357
OMD	3305	2669	1633
ASPN	756	1694	518
ECM2	2600	4866	4634
IPPK	1271	2225	1651
BICD2	17	15	26
ZNF484	6597	8337	5306
FGD3	2247	1996	1912
SUSD3	4365	6461	5607
CARD19	212	139	365
NINJ1	4348	4098	7729
WNK2	870	1994	1717
C9orf129	2555	1246	2346
FAM120AOS	527	784	320
FAM120A	1837	1148	1952
PHF2	3098	2655	2496
BARX1	8971	5889	1826
PTPDC1	1911	1961	3118
ZNF169	1415	749	1207
NUTM2F	3781	3402	4379
MFSD14B	1539	1465	1684
FBP2	193	162	153
FBP1	5517	20364	8898
C9orf3	12436	7181	8498
FANCC	545	1852	3432
PTCH1	207	365	356
ERCC6L2	1712	5272	7051
HSD17B3	2177	1625	822
SLC35D2	14218	6903	12947
ZNF367	1146	534	686
HABP4	3554	3465	1674
CDC14B	2032	2547	2690
AAED1	861	494	803
ZNF510	511	192	434
ZNF782	9595	6496	12872
MFSD14C	3472	2148	2956
NUTM2G	4350	4832	7341
CTSV	3123	1887	1573
CCDC180	6022	4576	3931
TDRD7	310	669	185
TMOD1	2430	6885	3690
TSTD2	1391	3384	1882
NCBP1	667	908	1559
XPA	19699	16350	15120
FOXE1	337	212	227
TRMO	2962	8433	1762
HEMGN	1706	2289	597
ANP32B	696	1574	442
NANS	4872	3733	3332
TRIM14	1216	1098	2782
CORO2A	1939	3527	2419
TBC1D2	3829	2125	1467
GABBR2	3578	2427	3397
ANKS6	713	1123	1266
GALNT12	3351	3507	2394
COL15A1	617	628	744
TGFBR1	5850	4951	5244
ALG2	7970	1480	5670
SEC61B	3232	6422	5007
NR4A3	3455	3305	3505
STX17	2693	855	2137
ERP44	666	889	742
INVS	298	350	420
TEX10	3077	559	629
MSANTD3	382	249	504
MSANTD3-TMEFF1	1522	282	501
TMEFF1	1745	5608	2515
MURC	5861	2410	5430
PLPPR1	11340	7619	16224
BAAT	303	234	197
MRPL50	17	22	3
ZNF189	8492	3111	9956
ALDOB	1858	1690	2338
TMEM246	5823	8696	6893
RNF20	706	387	419
GRIN3A	968	2531	3677
PPP3R2	7491	7920	6941
CYLC2	1233	1081	1240
SMC2	1755	1871	1038
OR13F1	3974	3590	1948
OR13C4	743	796	578
OR13C3	27933	21194	9006
OR13C8	406	1029	1084
OR13C5	1543	3958	1665
OR13C2	1063	1725	1160
OR13C9	2866	2122	2214
OR13D1	4400	13837	10057
NIPSNAP3A	896	1408	3482
NIPSNAP3B	347	295	832
ABCA1	522	265	476
SLC44A1	490	509	1313
FSD1L	1215	845	388
FKTN	2344	2687	1445
TAL2	1890	3070	1729
TMEM38B	381	223	323
ZNF462	6595	6869	5051
RAD23B	945	1604	165
KLF4	2134	833	707
ACTL7B	3760	3093	2422
ACTL7A	5885	2930	7579
IKBKAP	625	1245	959
FAM206A	1570	825	2271
CTNNAL1	704	506	1104
TMEM245	2277	3369	2070
FRRS1L	407	1036	566
EPB41L4B	4953	8377	6299
PTPN3	6590	5885	6023
PALM2	3483	4856	5638
PALM2-AKAP2	3032	1684	4569
AKAP2	1395	1070	694
C9orf152	735	438	962
TXN	642	1181	673
TXNDC8	7511	2746	7781
SVEP1	3656	4649	5454
MUSK	270	211	292
LPAR1	9043	5320	9480
OR2K2	2226	942	1438
KIAA0368	8014	8271	7346
ZNF483	1379	1396	2366
AL135787.1	547	189	713
PTGR1	681	1364	1143
DNAJC25	2026	2138	1598
DNAJC25-GNG10	2744	2669	4010
GNG10	5549	7363	7383
C9orf84	462	318	385
UGCG	2514	1946	1016
SUSD1	4513	11872	6832
PTBP3	1630	2885	1447
HSDL2	585	775	1286
KIAA1958	4470	5876	8111
INIP	948	1873	662
SNX30	1245	2217	1247
SLC46A2	5340	3220	3572
ZNF883	79	63	97
ZFP37	7137	5656	4115
SLC31A2	9528	17213	5384
FKBP15	6384	1702	3306
SLC31A1	6072	6094	3075
CDC26	5538	3748	2192
PRPF4	1964	1943	3306
RNF183	249	521	447
WDR31	6423	2695	7740
BSPRY	467	1004	2424
HDHD3	463	916	748
ALAD	2459	5036	5368
POLE3	230	399	573
C9orf43	4634	2863	4198
RGS3	3068	2353	5083
ZNF618	3888	1294	1036
AMBP	6745	11186	7008
KIF12	2199	2664	3940
COL27A1	175	264	247
ORM1	1208	1077	500
ORM2	381	1116	711
AKNA	2634	6787	2833
WHRN	5539	4724	3226
ATP6V1G1	7026	3451	4045
C9orf91	218	489	558
RP11-402G3.5	1615	2202	2155
RP11-402G3.3	7	3	4
TNFSF15	4363	2346	3369
TNFSF8	124	233	290
TNC	2809	2060	5912
DEC1	3752	2353	4642
PAPPA	2355	1247	1711
ASTN2	652	312	338
TRIM32	1173	937	724
TLR4	2088	3746	1265
BRINP1	344	250	633
CDK5RAP2	2128	1271	1032
MEGF9	895	390	565
FBXW2	4755	5447	4380
PSMD5	1180	939	1317
PHF19	6008	15709	8959
TRAF1	14745	8925	5973
C5	4125	6351	4906
CNTRL	10528	7836	7996
RAB14	5452	17790	21654
GSN	35957	10979	18506
AL513122.1	2780	1063	1318
AL513122.2	34	22	51
STOM	4657	2503	2972
DAB2IP	989	1351	830
TTLL11	4551	4360	7115
NDUFA8	2948	5727	2914
MORN5	1586	897	383
LHX6	132	227	169
RBM18	671	428	469
MRRF	3207	1838	1982
PTGS1	16403	15323	9193
OR1J1	433	325	384
OR1J2	1944	2450	5630
OR1J4	2568	2542	5234
OR1N1	4453	3185	8060
OR1N2	1047	1390	1116
OR1L8	14690	23250	10212
OR1Q1	852	1013	1582
OR1L1	1157	1357	1392
OR1L3	3303	4336	1780
OR1L4	8251	4182	3762
OR1L6	18909	6312	9130
OR5C1	60	30	29
PDCL	2232	1697	2076
OR1K1	5355	9263	7564
RC3H2	548	372	427
ZBTB6	772	932	1439
ZBTB26	2183	2760	1265
RABGAP1	2731	2287	3216
GPR21	2426	1710	1507
STRBP	1929	2702	1238
CRB2	3197	1776	1915
DENND1A	3387	1918	3195
LHX2	3478	2009	2806
NEK6	1295	2074	3651
PSMB7	9303	18914	5628
ADGRD2	2339	1353	2504
NR5A1	7837	11993	6653
NR6A1	2239	1354	3467
OLFML2A	591	733	1285
WDR38	1380	1200	1392
RPL35	1566	2582	4574
ARPC5L	44	10	14
GOLGA1	1450	5327	2435
SCAI	5063	5291	5211
PPP6C	2369	1513	1344
RABEPK	5642	18226	4840
HSPA5	1786	2348	1680
GAPVD1	3644	6513	6296
MAPKAP1	4529	4371	4506
PBX3	2305	1432	3473
MVB12B	18472	12769	10959
LMX1B	584	856	828
ZBTB43	876	1591	971
ZBTB34	117	66	187
RALGPS1	2203	2862	1447
ANGPTL2	438	311	787
GARNL3	2208	2227	2260
SLC2A8	9117	3207	4811
ZNF79	1335	1096	689
RPL12	3310	2244	2846
LRSAM1	2190	4839	1629
FAM129B	437	623	647
STXBP1	12148	17253	13503
PTRH1	8200	7190	8689
CFAP157	239	409	112
TTC16	1833	1489	2026
TOR2A	2698	3511	3713
SH2D3C	1876	3463	887
AL162426.1	4993	4247	4614
CDK9	3854	2822	13722
FPGS	1953	3527	962
ENG	2602	2225	2381
AK1	2033	4865	1985
ST6GALNAC6	522	577	1392
ST6GALNAC4	1593	2739	3017
PIP5KL1	304	309	186
DPM2	619	675	767
FAM102A	4128	1774	4781
NAIF1	15168	26369	14627
SLC25A25	1714	1374	1318
PTGES2	6425	6457	4686
LCN2	556	1656	1767
C9orf16	2992	4410	2008
CIZ1	1777	1188	2821
DNM1	3245	2076	2414
GOLGA2	2603	2744	1081
SWI5	2540	7153	3122
TRUB2	2074	3073	6716
COQ4	6984	8814	7995
SLC27A4	697	369	599
URM1	1917	2488	1965
CERCAM	958	1944	1156
ODF2	22721	8890	14281
GLE1	752	1400	1785
SPTAN1	1253	2857	1340
WDR34	1755	2203	1763
SET	5088	10006	7042
PKN3	2046	541	910
ZDHHC12	8052	5769	7929
ZER1	7558	7553	5260
TBC1D13	1376	1613	1090
ENDOG	485	385	517
C9orf114	43	67	50
KYAT1	2457	3143	1454
LRRC8A	2226	1619	1333
PHYHD1	1372	1480	737
RP11-101E3.5	385	852	758
DOLK	1240	2161	2209
NUP188	1335	1363	1069
SH3GLB2	6805	12404	16407
FAM73B	3008	5224	1994
DOLPP1	7225	3838	5257
CRAT	7522	7084	10726
PTPA	96	40	43
IER5L	263	326	267
NTMT1	3974	3497	3802
C9orf50	1937	1381	1974
ASB6	3319	6857	2703
PRRX2	4470	1343	3122
PTGES	1555	1313	1223
TOR1B	5505	6245	7134
TOR1A	2245	6818	4805
C9orf78	3982	1608	2221
USP20	2491	4069	3230
FNBP1	5052	4369	3998
GPR107	165	674	717
NCS1	1161	566	741
HMCN2	3730	3169	4279
ASS1	934	878	837
FUBP3	4610	3025	4963
PRDM12	1922	870	884
EXOSC2	478	308	350
ABL1	4230	7313	2764
QRFP	297	505	543
FIBCD1	92	106	67
LAMC3	5100	4158	2211
AIF1L	2455	2773	1885
NUP214	8767	9704	8989
FAM78A	512	1307	808
PLPP7	1658	1663	669
PRRC2B	2433	3628	3145
POMT1	4727	4509	8169
UCK1	1182	726	954
RP11-40A7.2	86	55	142
RAPGEF1	764	1159	564
MED27	1216	819	980
NTNG2	2301	2666	1731
SETX	4046	2343	2480
TTF1	327	395	367
CFAP77	1921	1236	1736
BARHL1	2460	3590	3177
DDX31	3448	2207	3029
GTF3C4	507	373	371
AK8	113	97	108
SPACA9	841	688	704
TSC1	1168	1954	1044
GFI1B	1827	1293	3068
GTF3C5	784	2072	1727
CEL	2858	3771	4423
RALGDS	10099	5992	4135
GBGT1	6715	4244	2533
OBP2B	936	3721	3121
ABO	5116	8532	6326
SURF6	1252	1272	2305
MED22	1066	892	747
RPL7A	1297	5217	2324
SURF1	4722	4762	2478
SURF2	9050	12466	15188
SURF4	1505	1633	3514
STKLD1	1954	2132	1349
REXO4	8081	7598	3034
ADAMTS13	3224	1936	2176
CACFD1	1510	2979	4701
SLC2A6	2002	1941	919
TMEM8C	476	870	881
ADAMTSL2	2676	3043	2940
FAM163B	2305	3354	4649
DBH	523	348	624
SARDH	772	565	598
VAV2	156	134	258
LINC00094	7649	12099	5398
BRD3	1466	3414	2586
WDR5	3394	3913	403
RXRA	494	620	391
COL5A1	9972	21300	14156
FCN2	4367	1567	1577
FCN1	2541	3148	4266
OLFM1	147	93	103
PPP1R26	843	195	111
C9orf116	451	564	568
MRPS2	416	358	397
LCN1	8826	8162	10206
OBP2A	687	2138	2229
PAEP	1311	394	912
RP11-98L5.5	11238	16343	11787
GLT6D1	6109	2499	5679
LCN9	2935	3301	3271
SOHLH1	2184	1876	1054
KCNT1	462	272	241
CAMSAP1	851	525	349
UBAC1	1564	1044	1811
NACC2	3257	4120	1668
C9orf69	1066	1100	605
LHX3	1720	1229	838
QSOX2	9511	3767	5557
CR392000.1	4256	2029	2512
CCDC187	1156	1825	1701
GPSM1	505	383	545
DNLZ	5160	6586	7686
CARD9	206	554	404
SNAPC4	1184	1134	926
SDCCAG3	2059	2231	687
PMPCA	3115	1633	1857
INPP5E	1000	948	1545
SEC16A	1604	2064	2163
NOTCH1	1126	1473	1081
EGFL7	522	560	528
AGPAT2	733	508	546
FAM69B	1924	1506	1425
RP11-216L13.16	127	138	117
LCN10	6474	6624	9210
LCN6	419	498	624
LCN8	37	66	49
LCN15	668	443	862
TMEM141	576	261	352
RP11-216L13.17	541	628	341
CCDC183	8616	4148	6092
RABL6	2695	4816	5591
C9orf172	1994	1826	1518
PHPT1	1504	1292	802
MAMDC4	895	540	791
EDF1	599	213	374
TRAF2	2901	2703	1688
FBXW5	136	834	431
C8G	1092	3001	2893
LCN12	1559	2413	2366
PTGDS	315	771	162
LCNL1	2909	3253	5311
C9orf142	3513	3490	4865
CLIC3	688	1013	763
ABCA2	1672	1226	1730
FUT7	997	512	563
RP11-229P13.27	2565	2476	2308
NPDC1	1138	1679	804
ENTPD2	5156	7327	5653
SAPCD2	2057	1803	2204
UAP1L1	2190	969	1745
MAN1B1	1705	825	1847
DPP7	3596	1663	3686
GRIN1	502	734	323
LRRC26	1616	1006	1716
RP11-350O14.18	2222	2844	3558
TMEM210	8685	5232	5551
ANAPC2	873	216	412
SSNA1	4528	2406	4358
TPRN	968	2819	2025
TMEM203	142	177	130
NDOR1	71	215	241
RNF208	1911	1563	2136
CYSRT1	9097	9658	11443
RNF224	998	818	676
SLC34A3	233	112	180
TUBB4B	1286	981	1534
FAM166A	536	884	458
STPG3	539	687	156
NELFB	910	1305	1349
TOR4A	2862	3583	3642
NRARP	4476	2053	2881
EXD3	6586	3462	3195
NOXA1	5565	4416	6806
ENTPD8	4132	2942	6205
NSMF	4426	3339	1698
PNPLA7	73	97	41
MRPL41	597	537	433
DPH7	1962	1130	1903
ZMYND19	37	88	45
ARRDC1	1836	4167	1639
EHMT1	3837	2165	1993
CACNA1B	1271	1025	449
BET1L	5151	3506	2397
SCGB1C1	7212	3750	2455
ODF3	1887	5929	5590
RIC8A	1408	982	317
SIRT3	246	264	302
PSMD13	263	214	646
NLRP6	924	785	490
ATHL1	572	428	488
IFITM5	6254	6419	3363
IFITM2	406	627	584
IFITM1	175	190	209
IFITM3	1287	856	1086
B4GALNT4	884	1113	1436
PKP3	1612	2199	4501
SIGIRR	486	740	1042
ANO9	821	1296	1286
PTDSS2	1220	1515	1951
RNH1	1494	1270	2118
HRAS	57	112	164
LRRC56	2175	3187	1621
LMNTD2	2352	1615	965
RASSF7	1262	567	1985
PHRF1	3246	1442	1420
IRF7	1818	1661	865
CDHR5	3748	4550	7398
SCT	7036	3060	8447
DRD4	1832	1746	2773
DEAF1	66	102	107
EPS8L2	412	345	405
TMEM80	12374	7579	5871
TALDO1	90	67	136
PDDC1	235	234	119
CEND1	1599	1712	4160
SLC25A22	2829	3764	2733
PANO1	290	214	103
PIDD1	387	224	451
RPLP2	492	795	414
PNPLA2	1299	1377	757
CRACR2B	4797	7234	10340
CD151	2887	1866	1831
POLR2L	332	381	406
TSPAN4	7957	14373	9823
CHID1	1799	1417	1294
AP2A2	12838	4240	6934
MUC6	147	110	162
MUC5AC	269	264	216
MUC5B	1584	821	1695
TOLLIP	2017	2067	2383
BRSK2	357	403	431
MOB2	1591	2730	1986
DUSP8	178	544	546
AP006285.2	7155	7436	14154
KRTAP5-1	1166	1334	815
KRTAP5-2	2233	1877	3010
KRTAP5-3	1805	1091	729
KRTAP5-4	9657	10584	9379
KRTAP5-5	2482	3276	2989
KRTAP5-6	4084	2636	1552
IFITM10	1273	1329	963
RP11-295K3.1	4968	4202	3706
CTSD	4548	7315	5472
SYT8	5733	3226	4962
TNNI2	2019	5510	10276
LSP1	50	159	63
TNNT3	9350	7766	5788
MRPL23	1103	1188	1970
IGF2	928	1489	1025
INS-IGF2	1446	896	1898
INS	293	167	197
TH	4184	2246	3601
ASCL2	1487	2292	1301
C11orf21	128	157	101
TSPAN32	1004	644	2178
CD81	3359	3052	1684
TSSC4	862	753	956
TRPM5	1085	1013	1078
KCNQ1	820	415	535
CDKN1C	3848	3083	1721
SLC22A18AS	2242	6316	1871
SLC22A18	292	223	215
PHLDA2	1556	2733	4806
NAP1L4	3914	1896	4279
CARS	529	539	433
OSBPL5	3641	5814	4154
MRGPRG	2056	4127	4732
MRGPRE	5684	4736	6538
ZNF195	63	30	38
ART5	248	561	445
ART1	4832	8367	10518
CHRNA10	2891	1059	4696
NUP98	383	186	219
PGAP2	308	285	185
RHOG	1583	1108	1700
STIM1	1945	2236	2084
RRM1	1330	729	1148
TRIM21	319	429	481
OR52K2	6476	3239	3559
OR52K1	751	954	3094
OR52M1	6608	5639	5105
C11orf40	641	1182	1286
OR52I2	5426	3837	3664
OR52I1	14433	5678	5316
